 Altitude (ft) , Speed (mph), Fuel (gal/hr)
490.4119,36.6609,0.3252838
491.1632,36.6609,0.3270421
493.6967,36.6609,0.3208881
496.1638,36.6609,0.3270421
497.995,36.03953,0.4562765
496.5623,36.03953,0.4325396
496.509,36.03953,0.2109949
495.1197,35.41816,0.2004452
493.386,34.79679,0.1969286
493.737,34.17542,0.1978077
494.8227,34.17542,0.2022035
498.5099,32.93267,0.2505565
497.8394,31.68993,0.2540731
498.5697,31.06856,0.2593479
499.8179,30.44719,0.2628645
500.9909,29.20445,0.2611062
500.2244,27.9617,0.2734143
503.2311,25.47622,0.2734143
504.7812,20.50525,0.1890163
505.9937,18.64114,0.2136323
510.319,11.80605,0.1969286
509.012,9.320568,0.2681394
508.6566,7.456454,0.2461607
509.0134,5.592341,0.2945137
513.0848,3.106856,0.3375919
514.3976,1.242742,0.3147341
513.9304,0,0.2584688
514.2895,0,0.2487982
513.3942,0,0.2426441
514.3834,0,0.2391276
513.8716,0,0.2268195
514.7596,0.6213712,0.2373693
515.5949,1.242742,0.2461607
513.1633,2.485485,0.9222236
513.0289,7.456454,1.310806
513.1177,10.56331,1.652794
514.38,14.29154,1.933241
513.7468,16.77702,1.628177
514.0121,20.50525,1.78994
511.2387,22.36936,1.783786
511.4752,24.85485,2.007089
511.9424,27.34033,2.072146
512.3493,28.58307,2.097641
512.9837,30.44719,1.659827
512.5374,31.68993,1.710817
512.7436,32.93267,1.443557
513.7815,33.55404,0.5441911
512.8649,34.17542,0.5397953
512.2988,34.17542,0.5503451
508.6433,34.17542,0.6874918
509.1414,34.17542,0.9837638
508.6225,34.79679,0.1433007
508.5831,34.17542,0.3841866
507.6475,34.17542,0.4474851
507.0474,33.55404,0.4545182
506.6781,34.17542,0.4501225
505.2926,33.55404,0.1881371
506.7696,32.93267,0.199566
507.5978,31.68993,0.1960494
507.9959,31.06856,1.12179
508.225,31.68993,0.8905744
509.5639,32.3113,0.4140775
509.0681,32.3113,0.7718897
508.5893,32.93267,0.4316604
509.0434,32.3113,0.1837414
507.6812,31.68993,0.1942911
503.8256,29.20445,0.1986869
504.4978,27.34033,0.2065992
503.9818,26.09759,0.2487982
505.0818,26.09759,0.6892501
505.5121,26.09759,0.8606834
508.8262,26.71896,1.103328
509.8398,27.9617,1.16223
511.7301,29.20445,1.311685
511.5165,29.82582,1.251903
513.8661,30.44719,0.5512242
513.4002,30.44719,0.5591365
514.9713,31.06856,0.6197976
514.0682,31.06856,0.8905744
514.4567,31.68993,0.6989207
513.7256,31.68993,0.2980303
515.1029,31.68993,0.6013355
516.19,32.3113,0.5784777
515.345,32.3113,0.4940798
515.1495,32.3113,0.8852995
515.0452,32.3113,0.1547296
511.9772,31.68993,0.2013243
512.3465,30.44719,0.1942911
512.6354,27.34033,0.1986869
511.6312,24.23348,0.199566
510.5425,21.12662,0.2013243
509.7357,18.01976,0.199566
509.9678,14.29154,0.1942911
508.1534,12.42742,0.2065992
507.3466,11.80605,0.2022035
506.8822,8.699197,0.2663811
505.8769,7.456454,0.3006678
506.2097,4.349598,0.3780326
506.2696,1.242742,0.344625
506.744,0,0.2945137
507.6023,0,0.2980303
507.7865,0,0.27781
508.2719,0,0.2690185
507.5264,0,0.2734143
507.7132,0,0.2760517
507.6896,0.6213712,0.6206767
507.8373,3.728227,1.010138
507.4455,7.456454,1.360038
507.6465,11.18468,1.629936
507.4945,14.91291,1.724883
508.8117,18.01976,1.670376
507.8257,21.12662,1.3785
508.2112,22.99073,1.239595
506.4418,24.85485,1.401358
504.9878,26.71896,1.273003
502.1548,27.9617,1.166626
500.3463,29.20445,0.9266194
500.8712,29.82582,1.083986
499.6673,31.06856,0.5521033
499.4306,31.06856,0.435177
499.6284,30.44719,0.5397953
499.1298,31.06856,0.4342979
499.5423,31.06856,0.5081461
500.0143,31.68993,0.5705654
496.0424,31.68993,0.3077009
495.6756,31.06856,0.2373693
496.6776,30.44719,0.4369353
496.6608,30.44719,0.386824
498.0261,30.44719,0.6338639
497.958,31.06856,0.640897
497.0637,31.06856,0.4923215
497.0172,31.06856,0.4905632
497.485,31.68993,0.6962832
496.5703,31.68993,0.6997998
496.4143,32.3113,0.4184732
496.4405,32.3113,0.1547296
496.2911,32.3113,0.6039729
496.4189,32.3113,0.6716672
496.7938,32.93267,0.3481416
496.1441,32.93267,0.6830961
496.2929,33.55404,0.2470399
495.5063,33.55404,0.489684
495.2657,32.93267,0.4888049
495.5338,33.55404,0.3894615
495.2216,33.55404,0.3903406
495.028,33.55404,0.4905632
492.4416,33.55404,0.5564991
492.7191,32.93267,0.3226464
492.8603,32.93267,0.3472625
493.432,32.93267,0.3077009
492.8517,32.93267,0.2514356
491.4772,32.93267,0.2760517
490.8945,32.3113,0.326163
490.1295,32.3113,0.3217672
488.5744,31.68993,0.1854997
488.3706,31.68993,0.3393502
486.1466,31.68993,0.3217672
482.0382,31.68993,0.3208881
481.3579,31.68993,0.2936346
481.4685,31.68993,0.65848
480.5273,32.3113,0.5485868
480.3677,32.93267,0.76134
480.899,33.55404,0.7912309
480.4641,34.17542,0.7648566
478.7682,34.17542,0.1582462
479.9166,34.17542,0.1951703
480.5678,33.55404,0.1942911
482.2266,32.93267,0.1925329
481.7322,32.3113,0.1986869
481.9194,31.68993,0.1942911
480.4705,31.06856,0.199566
480.4596,30.44719,0.2013243
480.6683,30.44719,0.2760517
480.6831,29.82582,0.2769308
483.203,29.82582,0.235611
483.9768,29.20445,0.3050635
485.0857,29.20445,0.7894726
484.0801,29.82582,0.5371579
482.3626,29.20445,0.2109949
481.5802,29.82582,0.5775986
481.7612,29.82582,0.5925441
481.6459,29.82582,0.20572
481.6058,29.20445,0.2013243
482.3143,28.58307,0.199566
481.1349,27.9617,0.199566
480.9428,27.34033,0.2004452
479.8713,26.09759,0.2030826
479.2369,25.47622,0.2022035
479.0257,24.85485,0.199566
477.9828,23.6121,0.2004452
483.0108,23.6121,0.6672714
482.1191,23.6121,0.4536391
481.6405,23.6121,0.1881371
480.5896,22.99073,0.1969286
479.446,22.36936,0.2435233
478.8212,22.36936,0.5644114
478.2625,22.99073,0.4466059
478.7345,23.6121,0.3164924
479.452,23.6121,0.2883597
479.3717,22.99073,0.2048409
479.128,22.36936,0.1969286
480.1018,22.36936,0.4272647
481.1144,22.36936,0.2848431
480.8799,21.74799,0.4975964
481.0572,22.36936,0.4826509
482.0658,21.74799,0.1942911
482.0434,21.74799,0.3833074
482.4286,22.36936,0.4466059
481.5828,22.99073,0.5099044
481.6323,23.6121,0.8105721
481.368,23.6121,0.7982641
480.8569,24.85485,0.2364901
482.197,24.85485,0.3920989
481.1653,24.85485,0.2883597
481.3163,25.47622,0.5468285
481.71,25.47622,0.3120967
482.3245,24.23348,0.1942911
483.0678,23.6121,0.1960494
483.5579,23.6121,0.8123304
482.7939,24.23348,0.7622191
483.5869,24.23348,0.435177
483.9573,25.47622,0.6488094
485.1094,26.09759,0.3947363
485.8599,25.47622,0.1617628
486.3245,25.47622,0.1969286
486.5081,24.85485,0.2004452
484.7023,23.6121,0.1916537
484.6712,22.99073,0.2347318
484.5951,22.36936,0.2013243
484.3522,21.74799,0.1942911
484.5222,19.88388,0.1978077
483.3816,18.64114,0.2487982
483.6974,18.01976,0.4597931
484.1926,17.39839,0.3393502
484.1746,16.77702,0.2312153
484.4341,14.91291,0.2760517
483.8626,13.67017,0.2795683
483.7,11.80605,0.386824
482.9167,9.941939,0.3780326
486.0167,9.941939,0.664634
487.4883,10.56331,0.8483754
487.8315,12.42742,0.8633208
488.6047,13.67017,0.5292456
489.4315,14.29154,0.2074783
487.8233,13.67017,0.1916537
488.5896,13.04879,0.1925329
488.5039,12.42742,0.4299021
487.0439,12.42742,0.5819943
487.2854,13.67017,0.2347318
487.1855,14.29154,0.5345204
486.8579,14.91291,0.3094592
486.8119,14.91291,0.4439685
486.803,15.53428,0.3411084
486.8671,15.53428,0.1626419
486.1989,15.53428,0.193412
486.437,14.91291,0.193412
488.7538,14.91291,0.2004452
488.8914,13.04879,0.1942911
489.882,10.56331,0.2373693
487.8475,9.941939,0.5644114
489.6906,10.56331,0.9011241
490.2543,11.80605,1.000468
490.1424,13.67017,0.4386936
490.5815,13.67017,0.4457268
490.5272,14.29154,0.4527599
490.5504,14.29154,0.4668263
490.372,14.91291,0.2320944
490.044,14.29154,0.1846205
490.5461,13.67017,0.1907746
491.0651,12.42742,0.1916537
489.8113,9.941939,0.241765
489.3866,8.699197,0.290118
486.7202,5.592341,0.3006678
487.393,1.242742,0.3068218
486.7534,0,0.2707768
485.997,0,0.2531939
485.7581,0,0.241765
485.5303,0,0.2347318
486.6432,0,0.2303361
486.8986,0,0.2259404
486.4182,0,0.2250612
486.3345,0,0.2285778
485.926,0,0.2250612
485.8659,0,0.2180281
485.0705,0,0.2180281
483.8656,0,0.2259404
484.645,0,0.2145115
484.5098,0,0.2118741
484.3661,0,0.2514356
484.3288,0,0.2769308
483.9663,1.864114,0.8712332
485.2187,6.213712,1.023325
485.2764,8.077826,0.4888049
486.2301,9.320568,0.719141
485.7617,11.18468,1.104207
486.087,13.04879,1.482239
486.3717,15.53428,0.8923327
487.0069,17.39839,0.8466171
486.6755,18.01976,0.4211107
486.1188,18.64114,0.6989207
485.9961,19.26251,0.6760629
486.5147,19.88388,0.1802248
487.5578,19.26251,0.2259404
487.3605,18.64114,0.4422102
487.0137,18.01976,0.1740708
487.3553,16.77702,0.2004452
486.8663,14.91291,0.2004452
493.0239,11.80605,0.1951703
492.0775,8.077826,0.290118
493.9915,6.213712,0.290118
494.5822,4.97097,0.3375919
495.3305,3.728227,0.3586914
494.2947,2.485485,0.3296795
495.688,0.6213712,0.3041843
497.36,0,0.2549522
499.7626,0,0.2452816
500.2182,0,0.2373693
501.9945,0,0.2347318
502.5588,0,0.2250612
503.2144,0,0.2927555
503.9113,0,0.2672602
505.1086,0,0.2575896
504.6126,0,0.2611062
505.1671,0,0.2672602
506.0591,0,0.2619854
506.3627,0,0.2646228
507.3011,0,0.2681394
507.6207,0,0.2655019
508.1497,0,0.2619854
508.7559,0,0.2136323
508.8538,0,0.2048409
509.6071,0,0.2092366
509.8983,0,0.2145115
510.7101,0,0.2074783
511.3735,0,0.2065992
512.4963,0,0.2180281
513.4068,0,0.2109949
513.8555,0,0.2171489
514.817,0,0.2180281
515.0709,0,0.2162698
515.639,0,0.2162698
515.996,0,0.2180281
516.1514,0,0.2101158
516.4391,0,0.2136323
516.5661,0,0.2206655
516.9177,0,0.2874806
517.1398,0,0.2716559
517.4227,0,0.2760517
517.4604,0,0.2795683
517.3811,0,0.2997886
516.6634,0,0.3094592
516.7825,0,0.3094592
516.8118,0,0.302426
516.7123,0,0.27781
517.1713,0,0.2276987
517.0112,0,0.2276987
516.8428,0,0.2276987
516.7357,0,0.2276987
517.1638,0,0.2276987
516.5356,0,0.2285778
516.4764,0,0.2189072
516.1746,0,0.2153906
515.967,0,0.2189072
516.6304,0,0.2162698
516.8274,0,0.2083575
516.7403,0.6213712,0.3314379
516.512,1.864114,0.5723237
515.9265,3.728227,0.4316604
516.5428,3.728227,0.4246273
516.7067,2.485485,0.4378144
515.6686,0.6213712,0.3947363
513.6801,0.6213712,0.3701203
512.9961,2.485485,1.513888
511.3493,6.835083,1.701146
512.4346,11.80605,1.578945
511.8633,14.29154,1.466415
511.4248,16.15565,0.767494
511.7135,18.01976,0.6004564
512.2662,18.64114,0.5046295
508.536,18.01976,0.1485756
510.2177,15.53428,0.3288004
510.984,13.04879,0.1960494
511.3437,9.320568,0.2742934
511.1206,6.835083,0.3103383
511.0501,1.242742,0.386824
510.7201,0,0.3516582
509.1666,0,0.1907746
507.7044,0,0.1863788
507.4513,0,0.1714334
507.7374,0,0.1652793
506.1224,0,0.2250612
496.1546,0,0.2101158
486.4268,0,0.2092366
476.2388,0,0.2118741
465.9127,0,0.2118741
455.4761,0,0.2127532
487.8237,0,0.2127532
489.2591,0,0.2127532
488.1755,0,0.2092366
488.8347,0,0.1679168
519.8599,0,0.193412
519.7642,0,0.193412
519.7494,0,0.2400067
519.6395,0,0.3331961
519.57,0,0.3279213
519.5303,0,0.3314379
519.4734,1.242742,0.6268307
519.4871,3.106856,0.7534277
519.4224,6.213712,0.9758515
519.4328,6.835083,1.198275
519.7836,11.80605,1.571912
518.9464,14.29154,1.822469
516.9237,18.01976,1.694113
516.0306,19.26251,1.734554
514.3067,22.36936,1.796973
511.7632,24.23348,1.804886
509.1808,27.34033,1.396962
510.1168,27.9617,1.209704
507.2404,29.82582,0.9591477
503.2801,29.82582,0.3235255
503.649,29.20445,0.1925329
499.2185,29.20445,0.2022035
494.0371,27.9617,0.1898954
493.9777,25.47622,0.193412
497.9408,21.74799,0.2039617
494.3421,15.53428,0.1978077
494.5255,11.18468,0.1986869
494.1961,8.699197,0.3885823
493.396,6.213712,0.3841866
491.8715,3.106856,0.4211107
483.5284,3.106856,0.4211107
485.6004,0,0.3094592
484.3168,0,0.3006678
479.6238,0,0.2971512
479.1685,0,0.2980303
480.3187,0,0.3164924
479.7444,0,0.2523147
479.9903,0,0.2382484
481.9447,0,0.2329735
484.2573,0,0.1960494
483.3426,0,0.1775874
483.224,0,0.1696751
485.3256,0,0.2127532
483.5675,7.456454,1.434765
481.9352,11.18468,1.616749
485.0513,12.42742,1.607078
482.9747,17.39839,1.623782
478.5605,20.50525,1.648398
478.1384,22.99073,1.529713
469.7787,24.85485,1.469052
469.1507,25.47622,1.543779
470.9832,27.34033,0.4114401
474.8099,26.71896,0.2698977
475.099,25.47622,0.2619854
478.984,24.85485,0.2646228
480.8047,22.99073,0.2373693
475.2378,21.74799,0.2048409
474.8808,20.50525,0.2022035
475.7664,19.26251,0.199566
477.3432,16.77702,0.2013243
472.7387,16.15565,0.2400067
470.508,16.77702,1.411908
478.4247,18.64114,0.3780326
480.1312,18.64114,0.1854997
485.987,18.01976,0.6180393
487.1447,19.26251,0.8044181
483.5488,19.88388,0.8554085
484.2697,20.50525,0.8650792
482.2607,21.12662,0.1969286
479.5405,19.88388,0.1942911
479.9366,18.01976,0.1960494
478.6784,16.77702,0.1969286
478.0092,13.04879,0.2065992
475.1026,13.04879,2.523148
475.3804,16.77702,2.13984
476.1974,16.77702,2.13984
477.037,24.23348,2.156544
474.0794,25.47622,0.5283664
473.7828,24.85485,0.1705542
475.6439,24.23348,0.2593479
474.421,24.85485,2.169731
474.8826,27.34033,1.978077
476.2505,28.58307,1.43037
477.3358,29.20445,1.403116
478.4259,32.3113,2.48974
478.8893,35.41816,1.830381
479.3142,36.6609,1.661585
480.136,37.28227,1.642244
480.1414,39.14639,0.8738706
481.0508,39.14639,0.8140887
481.2993,38.52501,0.1775874
483.7831,38.52501,0.145059
483.6137,37.28227,0.8334299
479.7436,37.28227,0.9951927
479.7255,37.28227,1.104207
480.452,37.28227,1.033875
481.6927,37.90364,0.4184732
482.5857,37.28227,0.5090252
483.223,37.90364,0.6329848
483.5587,37.90364,0.5538617
484.4347,37.90364,0.3894615
482.9805,37.28227,0.2189072
483.3542,36.6609,1.513009
483.7779,36.6609,2.535455
484.2968,37.90364,1.116515
484.5501,38.52501,1.301135
484.3152,39.14639,1.20355
483.1752,39.14639,0.9538729
481.1845,39.14639,0.1283552
480.6709,39.14639,0.2540731
480.1316,38.52501,0.2549522
481.5462,37.90364,0.4905632
481.6158,37.90364,0.4782552
481.6683,37.90364,0.6329848
480.42,37.90364,0.6233141
479.4378,37.90364,0.1617628
478.8945,37.90364,0.386824
477.6173,37.28227,0.4562765
478.0338,37.28227,0.151213
477.6578,36.6609,0.1881371
477.5829,36.6609,0.8334299
478.1258,36.6609,0.4246273
477.2245,36.6609,0.1520922
476.9866,35.41816,0.2048409
477.3758,35.41816,0.199566
477.0074,34.79679,0.9714558
479.3763,36.03953,1.052337
478.5959,36.6609,1.333664
478.4027,37.28227,1.622903
480.4634,38.52501,1.18333
480.6615,39.14639,1.033875
480.7586,39.76776,0.4211107
482.021,39.76776,0.2206655
481.4709,39.14639,0.5969398
480.7231,39.14639,0.8501337
481.5266,39.76776,0.8184844
481.8289,39.76776,0.5600157
482.7979,39.14639,0.6655131
484.6168,39.14639,0.5846317
484.3701,37.90364,0.1406633
485.0803,37.90364,0.1406633
484.2841,36.6609,0.1960494
484.5547,36.03953,0.199566
483.4561,35.41816,0.2013243
482.8834,35.41816,0.2039617
483.3884,34.79679,0.1960494
483.8382,33.55404,0.199566
484.7429,29.82582,0.1978077
485.9772,28.58307,0.199566
486.0663,26.09759,0.2074783
485.5609,17.39839,0.2004452
483.9501,13.04879,0.2022035
484.1672,10.56331,0.1969286
485.1232,9.320568,0.2523147
485.3737,4.349598,0.3340753
484.8883,1.242742,0.2883597
484.6035,0.6213712,0.2751725
484.7978,0,0.2426441
484.4738,0,0.2391276
484.7683,0,0.290118
484.7737,0,0.2637436
484.8372,0,0.2611062
485.4572,0,0.2584688
486.5832,0.6213712,0.2725351
486.8373,1.242742,0.5732028
487.267,1.864114,1.050579
488.0003,11.18468,2.268195
487.9432,16.77702,1.765324
486.3431,18.01976,1.774995
487.4576,19.26251,2.069509
487.6855,25.47622,2.337648
487.4302,28.58307,2.393034
487.7344,31.06856,2.371055
488.9689,31.06856,2.371055
489.365,34.79679,2.424683
489.7867,37.28227,1.98599
488.389,38.52501,1.942032
488.8436,39.14639,1.972802
489.3111,41.0105,1.311685
488.3776,41.0105,1.181571
487.7286,41.63187,0.489684
485.3891,41.63187,0.2136323
486.3072,42.25324,0.9626643
487.4939,42.87461,0.4861675
488.2721,42.87461,0.5125418
488.7755,42.87461,0.8668374
488.6703,43.49598,1.087503
488.3007,43.49598,0.7419988
485.5146,42.87461,0.3270421
483.3047,42.87461,0.1978077
482.8558,41.63187,0.2707768
482.9701,39.76776,0.2655019
482.9992,36.6609,0.2531939
482.2927,36.6609,0.2531939
484.492,23.6121,0.2646228
483.9551,18.64114,0.2593479
482.2306,14.91291,0.20572
482.4749,10.56331,0.199566
481.4413,9.320568,0.2857223
481.3181,4.97097,0.3059426
481.8373,1.242742,0.2918763
481.1373,0,0.235611
481.7612,0,0.2364901
484.4057,0,0.2364901
484.1328,0,0.2285778
484.173,0,0.2206655
484.2327,0,0.2189072
484.9331,0,0.2171489
484.7623,0,0.2197864
485.5623,0,0.2180281
485.8463,0,0.2171489
486.0724,0,0.2127532
486.3457,0,0.2092366
487.1703,0,0.2074783
486.8011,0,0.2101158
486.9068,0,0.2030826
487.2316,0,0.199566
487.5788,0,0.2364901
487.7492,0,0.2575896
488.6133,1.242742,0.9556311
489.3672,5.592341,1.647519
490.475,9.941939,2.185556
490.2461,15.53428,1.804886
489.7795,18.01976,2.207534
491.0148,20.50525,2.175885
491.3106,22.36936,2.216326
490.6198,26.71896,2.415013
491.0857,29.20445,2.443145
491.8957,31.68993,2.415013
492.326,33.55404,1.88225
490.1994,35.41816,1.623782
486.1494,36.6609,1.436524
480.437,37.28227,1.547296
478.4636,39.14639,1.796973
475.9703,39.76776,1.665102
474.7214,40.38913,0.948598
474.3755,41.63187,0.4184732
473.6979,41.0105,0.3314379
472.0024,41.0105,0.4984755
473.7744,40.38913,0.6628757
470.3624,40.38913,0.7666149
470.8123,41.0105,0.7692523
473.7005,41.0105,0.7622191
473.26,40.38913,0.5811152
472.345,40.38913,0.7261742
471.6834,39.76776,0.1433007
471.0222,39.76776,0.1433007
469.201,39.14639,0.2022035
468.3205,38.52501,0.2487982
467.619,36.6609,0.2567105
466.9933,36.6609,0.2567105
468.8383,33.55404,0.2619854
470.6554,29.82582,0.2655019
471.5367,27.34033,0.2646228
472.4652,24.85485,0.1696751
472.0024,22.99073,0.2030826
471.1914,16.77702,0.1986869
472.0833,14.91291,0.1969286
471.9043,10.56331,0.2101158
472.8665,9.941939,0.2329735
475.3215,8.699197,0.2470399
475.9949,6.213712,0.2567105
477.5613,6.213712,0.2663811
476.6914,6.213712,0.2663811
478.3138,10.56331,1.906867
479.0239,14.91291,2.567984
478.8673,18.64114,2.513477
478.2031,19.88388,2.444904
478.4413,24.85485,2.182918
479.6484,28.58307,1.778511
479.1801,29.82582,0.918707
479.1376,29.82582,0.918707
479.8313,31.06856,1.705542
478.1071,32.3113,1.694992
478.5347,32.3113,0.2628645
476.555,32.3113,0.2215447
476.2066,32.3113,0.2549522
476.013,27.34033,0.2681394
475.1115,24.23348,0.2786891
474.73,23.6121,0.2822057
475.0266,19.26251,0.2628645
474.7979,13.67017,0.1380258
475.2344,12.42742,0.2496773
475.1363,12.42742,0.2496773
474.246,13.67017,2.34556
474.2804,18.01976,2.18116
477.3476,21.12662,2.022035
481.4286,22.36936,2.145115
483.2094,24.85485,0.1986869
484.989,24.23348,0.5028712
485.8883,24.23348,1.919175
486.6084,25.47622,2.480069
489.6081,29.20445,0.7578234
491.9368,29.82582,0.531883
492.4354,30.44719,0.9943135
492.7948,30.44719,1.204429
492.5826,31.06856,1.537625
494.5107,35.41816,1.957857
494.6675,36.6609,1.908625
495.3458,38.52501,1.873459
495.1243,39.14639,1.85148
496.0062,41.63187,1.709059
495.1736,42.25324,1.213221
495.7971,42.25324,0.2048409
494.0936,42.25324,0.2048409
492.9088,42.25324,0.8299133
492.1667,42.25324,1.026842
491.5425,42.87461,0.9301359
490.206,42.87461,0.9389274
488.3822,42.87461,0.8466171
488.7358,43.49598,0.8844203
489.6778,44.11736,0.8747497
488.9583,44.11736,0.8729914
489.2465,44.73873,0.9046407
490.516,45.3601,0.2145115
492.3046,44.73873,0.5406744
492.1929,44.73873,0.5406744
492.2558,44.11736,0.2312153
487.557,42.87461,0.2250612
493.7164,41.63187,0.2197864
494.4623,41.0105,0.2109949
494.7789,37.28227,0.1960494
496.6157,33.55404,0.1978077
494.6269,27.9617,0.2030826
497.3192,27.9617,0.2030826
498.3084,22.36936,0.2065992
499.43,19.88388,0.610127
497.5963,16.77702,0.5925441
497.654,16.77702,0.5925441
497.6588,8.077826,0.283964
498.6486,4.97097,0.3481416
499.7484,2.485485,0.3560539
498.7938,1.864114,0.3349544
500.384,1.242742,0.3252838
501.7372,0,0.2197864
501.4271,0,0.2303361
501.6133,0,0.2285778
501.6181,0,0.2233029
502.6582,0,0.2171489
504.5135,0,0.2171489
505.0633,0,0.2153906
505.4917,0,0.2145115
506.1765,0,0.2127532
506.8285,0,0.20572
508.4882,0.6213712,0.2338527
509.0526,1.242742,0.495838
509.7816,6.835083,1.3996
510.0527,10.56331,1.644881
510.9562,13.67017,1.891921
510.7147,16.77702,1.749499
511.735,20.50525,1.207067
511.3979,21.12662,1.541142
509.7964,21.74799,1.535867
507.8301,22.36936,1.546417
509.172,26.09759,2.118741
509.8951,28.58307,2.364022
508.0915,30.44719,2.444024
509.2178,31.68993,2.427321
509.9225,35.41816,1.641365
510.2754,36.03953,1.178055
507.6599,36.6609,0.1679168
507.5338,36.6609,0.1679168
507.4305,36.6609,0.6874918
508.6483,37.28227,1.984231
508.7296,38.52501,0.8439797
510.007,39.14639,0.8088138
510.1946,39.14639,0.7569442
510.5503,39.14639,1.659827
508.9157,40.38913,1.103328
508.1059,40.38913,1.103328
508.1926,40.38913,0.7683731
508.5512,40.38913,0.3938572
507.8828,41.0105,1.818952
506.5634,42.25324,1.325751
506.2682,42.87461,0.8044181
507.1867,42.25324,0.8466171
507.095,42.87461,0.2707768
504.834,42.87461,0.3182507
504.2994,42.87461,0.1819831
503.2613,42.25324,0.2197864
502.8616,41.63187,0.2136323
503.026,41.0105,0.2567105
502.8943,40.38913,0.2549522
501.3966,38.52501,0.2619854
499.9104,37.28227,0.2663811
498.3887,36.6609,0.6734254
497.2799,36.6609,0.6734254
495.3368,37.28227,1.26597
496.4924,38.52501,1.433007
488.9709,39.14639,0.5046295
488.1473,39.14639,0.1793457
487.1453,38.52501,0.2013243
486.5323,37.90364,0.2022035
484.6029,37.28227,0.2048409
485.0783,37.28227,0.2048409
484.9279,36.03953,0.7041955
485.2657,36.03953,0.634743
485.5391,36.03953,0.1538505
485.3615,36.03953,0.1784665
485.29,34.17542,0.1978077
484.8969,34.17542,0.7745272
486.103,34.17542,0.2496773
485.6711,34.17542,0.2496773
485.2535,33.55404,0.2022035
484.8707,33.55404,0.5204541
485.507,34.17542,1.958736
485.3136,35.41816,1.898075
484.7029,37.28227,0.3982529
483.7405,36.6609,0.1644002
481.864,36.6609,0.3314379
482.0472,36.6609,0.6936458
482.5442,36.6609,0.2945137
482.3399,36.03953,0.8914535
481.8389,36.03953,0.7622191
481.6461,36.03953,0.5046295
482.0103,36.03953,0.2690185
479.7207,35.41816,0.2039617
478.6851,35.41816,0.2022035
478.7399,34.79679,0.5028712
477.7825,34.79679,1.105965
477.7575,36.6609,0.4044069
479.0034,36.03953,0.1960494
478.8631,36.03953,0.900245
478.9822,36.03953,1.022446
479.0483,36.6609,0.441331
476.4321,37.28227,0.948598
479.2241,37.28227,0.7815603
480.5477,37.90364,0.7507902
483.4229,37.90364,0.6558425
483.7333,38.52501,1.0497
485.7448,38.52501,0.3920989
486.7682,38.52501,0.1740708
488.9789,38.52501,0.6927666
489.6758,38.52501,0.9310151
490.357,39.14639,1.00838
488.4443,40.38913,1.247507
489.009,40.38913,0.235611
490.2929,40.38913,0.5292456
489.1874,40.38913,0.4518808
490.5943,40.38913,0.1740708
489.0302,39.76776,0.9626643
490.1364,40.38913,0.9573894
490.4582,40.38913,0.1644002
486.9336,40.38913,0.1644002
487.0511,39.14639,0.199566
483.511,37.90364,0.199566
481.2154,36.03953,0.2039617
481.0496,35.41816,0.199566
481.4947,30.44719,0.199566
482.676,28.58307,0.2013243
483.7813,25.47622,0.2065992
481.847,25.47622,0.2083575
480.252,21.74799,0.199566
481.7787,19.26251,0.2039617
480.62,16.15565,0.2022035
480.1733,15.53428,0.2048409
480.968,16.77702,1.187726
481.0536,19.26251,0.8237593
482.6525,20.50525,0.7595817
484.3961,21.12662,0.948598
484.6178,22.36936,1.072557
484.9802,24.23348,0.4492433
484.7866,25.47622,1.447953
485.6364,26.71896,1.424216
485.4872,29.20445,2.264679
482.5168,31.06856,1.503339
482.9543,32.93267,1.32751
483.2705,32.93267,1.32751
482.9313,34.17542,0.4000112
483.5515,34.17542,1.031238
484.9427,35.41816,1.079591
485.5343,35.41816,1.140252
485.7065,36.03953,1.106844
486.5784,36.03953,0.1644002
487.1871,36.03953,0.6716672
486.949,36.03953,0.7200201
486.2291,36.03953,0.7138661
486.8033,36.6609,0.3727577
487.9114,36.6609,0.1591253
489.1027,36.03953,0.8712332
489.3914,36.6609,0.6233141
488.5043,36.03953,0.199566
489.8099,35.41816,0.1942911
489.6081,34.79679,0.1969286
489.5787,34.79679,0.1969286
489.7987,34.17542,0.2233029
489.7372,33.55404,0.1731917
488.0846,33.55404,0.2751725
488.6249,33.55404,1.280915
488.76,35.41816,0.8132096
487.924,35.41816,0.2303361
488.6635,34.79679,0.2101158
489.3278,34.79679,1.058491
490.0697,34.79679,1.552571
490.8785,36.6609,1.147285
489.1287,36.6609,0.4140775
488.2781,36.6609,0.4140775
490.994,35.41816,0.2004452
490.8622,34.79679,0.199566
489.858,34.79679,0.6066104
489.9858,34.79679,0.8017807
491.1792,36.03953,0.247919
494.5558,35.41816,0.3727577
494.3848,35.41816,0.5204541
494.8658,35.41816,0.5239707
495.3401,35.41816,0.6417762
495.3872,36.6609,0.9943135
495.372,37.28227,0.9899178
495.4881,37.90364,1.768841
492.6138,38.52501,1.771478
493.0197,39.76776,0.435177
492.4792,39.76776,1.037392
492.2295,39.76776,1.443557
491.3463,40.38913,2.32534
490.9902,42.87461,1.523559
490.7727,44.11736,1.28619
488.7711,44.11736,1.143768
489.6431,44.11736,0.495838
489.7202,44.11736,0.7481528
489.2455,43.49598,0.2637436
490.0729,43.49598,0.7279325
490.524,43.49598,0.7639774
