 Altitude (ft) , Speed (mph), Fuel (gal/hr)
518.9278,55.30204,0.3156132
519.3914,55.30204,0.3191298
518.8269,54.05929,0.3120967
511.8195,52.81655,0.2997886
512.8255,52.19518,0.2874806
513.1895,51.57381,0.2795683
511.7778,50.95244,0.6725463
513.4903,50.33107,0.5811152
514.5925,49.70969,0.5732028
515.2559,49.70969,0.5775986
512.3361,49.08833,0.8114513
510.8723,49.08833,0.4307813
512.7438,48.46695,0.2611062
513.1607,47.84558,0.2523147
511.6981,46.60284,0.2470399
511.0675,45.98147,0.2382484
510.8997,45.3601,0.2303361
510.6696,44.11736,0.2250612
511.8046,43.49598,0.2268195
506.9266,42.87461,0.441331
505.9891,42.25324,0.1793457
508.2913,42.25324,0.2180281
508.7925,41.63187,0.2074783
510.8645,40.38913,0.2698977
514.8898,40.38913,0.2663811
512.1809,39.14639,0.2734143
513.392,38.52501,0.2716559
512.0685,37.28227,0.2716559
510.827,36.6609,0.2698977
509.8857,36.03953,1.442678
513.2753,37.28227,1.483118
516.0427,37.90364,1.137614
517.8148,38.52501,1.002226
519.7964,39.76776,1.052337
518.4908,40.38913,1.147285
516.1096,41.0105,1.072557
515.1409,41.63187,0.9811264
515.963,41.63187,0.76134
516.2355,41.63187,0.2866014
517.9019,41.63187,0.8659583
519.9529,41.63187,1.037392
518.7772,42.25324,0.8140887
519.2468,42.25324,0.5266082
519.6553,42.25324,0.9459605
521.7355,42.87461,1.226408
514.8944,43.49598,0.8923327
516.3322,43.49598,0.8474962
516.3671,43.49598,0.5266082
517.3066,43.49598,0.2022035
516.478,42.87461,0.4492433
517.3052,42.87461,0.4993546
518.3359,42.87461,0.538037
519.3972,42.25324,0.3525373
520.4815,42.25324,0.5345204
524.7596,42.25324,0.2109949
524.2538,41.63187,0.2373693
515.8226,41.63187,0.5353996
518.0923,41.63187,0.8773872
519.0948,42.25324,0.960906
514.3398,42.25324,0.9512354
514.824,43.49598,0.9881595
518.9384,44.11736,1.023325
517.3158,44.73873,1.0497
517.5599,44.73873,0.561774
516.8324,44.73873,0.7340865
514.8696,45.3601,0.8527711
515.4311,45.98147,0.9881595
514.3189,46.60284,1.073437
512.9228,47.22421,1.025084
510.1564,47.22421,1.147285
509.4559,47.84558,1.249266
509.95,49.08833,1.323993
502.4709,49.70969,1.598287
500.9745,49.70969,1.48136
496.7749,50.33107,0.5415536
496.7815,50.33107,0.477376
496.5697,49.70969,0.3138549
495.9483,49.08833,0.3314379
490.1886,47.84558,1.127944
492.0868,48.46695,1.362675
491.5685,49.08833,1.154318
495.2763,49.08833,1.120911
496.3794,49.08833,0.2127532
496.4585,48.46695,0.3666037
496.5535,48.46695,0.6918875
496.4079,48.46695,0.6830961
495.8358,48.46695,0.4984755
500.9667,48.46695,0.5450702
503.8364,49.08833,0.8114513
508.3011,49.08833,0.302426
498.8747,49.08833,0.2452816
497.8971,48.46695,0.6426553
496.5058,48.46695,1.013655
498.2199,48.46695,0.2022035
499.6471,47.84558,0.2584688
497.8811,47.22421,0.2153906
498.7035,47.22421,1.495426
502.7475,47.84558,1.983352
501.8572,48.46695,2.149511
505.8087,50.33107,2.168852
510.2882,50.95244,2.182918
510.3953,51.57381,2.185556
508.7749,52.81655,1.360917
510.1466,53.43792,1.629936
508.2487,54.05929,0.5441911
506.0582,53.43792,0.5969398
504.6298,53.43792,0.5582574
505.5662,53.43792,0.973214
504.454,53.43792,1.101569
503.351,53.43792,0.7666149
505.2842,54.05929,0.7560651
506.0221,54.05929,0.7833186
503.9966,53.43792,1.213221
502.2002,54.05929,1.600924
501.2528,55.30204,1.11124
502.7815,55.30204,0.6233141
498.5517,55.30204,0.9433231
498.0445,55.92341,0.924861
497.0777,56.54478,0.9072781
495.3365,57.16615,0.851892
492.1921,57.16615,1.119152
490.7896,57.78752,1.303773
491.0581,58.40889,1.289706
489.5188,59.03026,1.300256
486.9262,59.65163,1.33718
487.4787,59.65163,0.2874806
487.3095,59.03026,0.6206767
486.9368,59.03026,0.2830848
485.6584,58.40889,0.4791343
484.4457,57.16615,0.4949589
484.0385,57.16615,0.7657357
487.1517,57.16615,0.8782663
486.3309,56.54478,0.8677166
487.5392,55.92341,1.067283
488.6413,55.92341,1.182451
488.9805,55.92341,1.145527
488.9805,55.30204,1.164868
489.1856,55.30204,1.175418
492.6498,54.68066,1.210583
493.6951,54.68066,1.180692
494.1187,54.68066,1.247507
494.1187,54.68066,1.344213
494.9326,54.68066,1.334543
492.2616,54.68066,1.376742
494.4735,54.68066,1.412787
496.1391,55.30204,1.673893
505.4646,55.30204,1.827743
495.9683,55.92341,1.794336
495.7909,56.54478,1.881371
497.2926,56.54478,0.9292568
497.4037,57.16615,1.741587
497.4037,57.78752,1.847085
497.3745,58.40889,1.825985
491.7565,59.03026,0.9925553
491.5966,59.03026,1.113877
487.7602,59.65163,1.374104
486.3589,60.27301,1.386412
484.0124,60.89438,0.7481528
484.2964,60.89438,1.359159
484.799,61.51575,1.629057
487.3187,61.51575,1.348609
490.9602,61.51575,1.323114
491.0186,62.13712,1.321356
489.0436,61.51575,1.342455
488.9339,61.51575,1.310806
492.9304,61.51575,1.329268
493.114,61.51575,1.294981
494.2362,60.89438,1.323993
498.5375,60.27301,0.3077009
499.5023,59.03026,0.3455042
500.4819,57.78752,0.3349544
501.8572,56.54478,0.3191298
499.94,55.30204,0.3182507
498.471,54.05929,0.3015469
499.1789,50.95244,0.3138549
502.2483,48.46695,0.3129758
502.1758,45.3601,0.2971512
503.4724,43.49598,0.2892389
506.712,40.38913,0.2751725
507.7252,38.52501,0.2760517
508.7429,35.41816,0.157367
510.3472,31.68993,0.2065992
511.4001,30.44719,0.2022035
513.8792,29.20445,0.1969286
516.2817,29.20445,0.2022035
517.3607,27.9617,0.2013243
514.725,27.34033,0.4905632
515.4781,27.9617,1.132339
514.3217,29.20445,1.418062
514.834,30.44719,2.205776
514.7365,32.93267,2.250612
514.3646,35.41816,2.302482
513.7706,36.6609,0.8176053
512.3607,37.28227,1.716092
512.7239,38.52501,2.318307
515.8328,40.38913,1.513888
515.8328,41.0105,1.004863
515.8328,41.63187,0.8255176
514.6079,41.63187,0.5107835
513.8596,41.63187,0.2092366
513.2875,40.38913,0.2628645
509.4421,39.76776,0.2611062
508.2691,39.14639,0.3578122
511.0886,39.14639,0.8492545
510.8348,39.14639,1.394325
512.5237,39.76776,1.675651
512.6307,40.38913,1.925329
512.2416,41.63187,1.627298
512.5117,42.87461,1.18333
513.2706,43.49598,1.037392
513.2514,43.49598,1.04882
513.4939,44.11736,1.071678
513.6761,44.73873,0.4237481
516.5233,44.73873,0.3841866
518.0786,44.73873,0.3789117
516.3891,44.11736,0.290118
522.3608,44.11736,0.2725351
525.8849,43.49598,0.6435345
525.8227,44.11736,0.9169487
524.2924,44.11736,1.0497
521.4485,44.73873,1.075195
522.2687,45.3601,1.083986
519.8796,45.98147,0.6250724
521.7344,45.98147,0.7376031
521.6503,45.98147,0.8184844
521.1874,46.60284,0.9327734
520.0092,46.60284,1.106844
518.9845,47.22421,1.229045
518.6841,47.84558,0.7595817
517.4319,47.22421,0.7762855
517.0537,47.84558,0.7762855
517.1428,47.84558,0.7789229
515.9852,47.84558,0.7868352
515.5468,47.84558,0.7780437
515.0188,47.84558,0.6857335
514.5238,47.84558,0.6822169
513.2814,47.84558,0.6936458
514.0076,47.84558,0.6945249
514.9449,47.84558,0.6936458
515.6672,47.22421,0.6962832
515.4753,47.22421,0.6971624
514.3431,47.22421,0.6822169
514.8932,47.22421,0.6804586
514.2504,47.84558,0.6751837
513.4671,47.22421,0.6787003
513.7276,47.84558,0.6795794
514.9922,47.84558,0.670788
518.8665,47.84558,0.6751837
517.8154,47.84558,0.3068218
517.8456,47.22421,0.3050635
519.9048,46.60284,0.3015469
522.2713,46.60284,0.3586914
522.1704,45.98147,0.3560539
524.9662,45.3601,0.5169376
525.2796,45.3601,0.5230916
525.5163,45.3601,0.5169376
527.357,45.3601,0.6294681
528.4495,44.73873,0.6734254
524.5832,44.73873,0.6338639
525.1945,44.73873,0.4738594
525.2928,44.11736,0.1828623
526.0902,43.49598,0.326163
527.1449,43.49598,0.6057312
527.5118,43.49598,0.6989207
529.4572,44.11736,0.8923327
529.6033,44.11736,0.9020032
529.3162,44.11736,0.9037616
529.8158,44.73873,0.7006789
530.0781,44.11736,0.1960494
530.0401,44.11736,0.3525373
532.0103,43.49598,0.3859449
530.1953,43.49598,0.4052861
534.1796,42.87461,0.5661697
535.2483,43.49598,0.8000224
533.198,43.49598,0.900245
533.6417,44.11736,0.9380482
529.7828,44.11736,0.9195862
531.877,44.73873,0.9231027
535.155,44.73873,0.960906
540.4091,45.3601,0.8976075
543.1951,45.3601,0.8105721
540.9587,45.3601,0.8598043
538.9827,45.3601,1.020688
537.9597,45.3601,0.4070444
534.4239,45.3601,0.3753951
535.7161,44.73873,0.4334187
537.3647,44.73873,0.4088027
539.5624,44.11736,0.3648454
537.9052,44.11736,0.3666037
533.9233,43.49598,0.3815491
533.8251,43.49598,0.6479302
536.6516,43.49598,0.5063878
538.3077,43.49598,0.392978
540.0696,42.87461,0.3877032
540.3889,42.87461,0.3920989
536.8356,42.25324,0.5441911
535.354,42.25324,0.5855109
534.7765,42.25324,0.8861786
534.7899,42.25324,0.8905744
535.7678,42.87461,0.3797908
534.7167,42.25324,0.610127
537.3282,42.25324,0.6452928
537.7804,42.25324,0.5600157
536.1088,42.25324,0.7296907
539.7304,42.25324,0.2092366
537.9374,41.0105,0.2092366
540.9954,39.14639,0.2022035
541.4295,36.6609,0.2022035
537.0583,34.17542,0.2039617
535.9964,30.44719,0.2013243
538.3807,28.58307,0.2646228
541.7519,26.09759,0.2707768
538.9236,23.6121,0.27781
538.9797,19.88388,0.2804474
539.6145,14.91291,0.27781
539.9657,4.97097,0.3973738
540.2322,3.106856,0.4052861
541.5993,0,0.3498999
542.459,0,0.332317
542.1866,0,0.302426
543.0898,0,0.296272
544.4969,0,0.2830848
544.3523,0,0.2795683
545.4833,0,0.3419876
546.1769,0,0.3305587
546.5078,0,0.3331961
547.3845,0,0.3534165
547.7018,0,0.3666037
547.5703,0,0.3727577
547.4946,0,0.3674828
547.485,0,0.3455042
547.4683,0,0.3402293
547.4722,0,0.3305587
547.4565,0,0.3288004
547.4455,0,0.3226464
547.4373,0,0.3279213
547.4505,0,0.3235255
547.4536,0,0.3252838
547.4475,0,0.2602271
547.4413,0,0.2663811
547.4429,0,0.2681394
547.4509,0,0.2672602
547.4501,0,0.2672602
547.4447,0,0.3288004
547.4417,0,0.3112175
547.4343,0,0.3147341
547.4221,0,0.320009
547.4129,0,0.3217672
547.4097,0,0.326163
547.3906,0,0.3226464
547.3723,0,0.3569331
547.3622,0,0.3569331
547.3708,0,0.3674828
547.3768,0,0.3551748
547.3566,0,0.3349544
547.3522,0,0.3367127
547.3466,0,0.3270421
547.364,0,0.3296795
547.368,0,0.3288004
547.3488,0,0.326163
547.34,0,0.3235255
547.3312,0,0.3235255
547.3344,0,0.3252838
547.3352,0,0.2655019
547.346,0,0.2681394
547.3402,0,0.2690185
547.3372,0,0.2523147
547.345,0,0.2575896
547.3192,0,0.3129758
547.3156,0,0.3138549
547.3019,0.6213712,0.6145227
545.3015,3.728227,1.069041
545.1287,6.835083,1.384654
545.9675,10.56331,1.927966
544.8013,13.67017,1.829502
544.533,16.77702,1.739829
543.7019,19.26251,1.937637
542.2323,21.74799,1.950824
543.5812,24.85485,2.121378
545.26,26.71896,2.094125
546.0767,28.58307,2.196985
546.9205,30.44719,1.290586
545.5538,31.06856,1.593012
545.0442,32.93267,2.283141
545.6283,34.79679,1.891921
544.9038,36.03953,2.068629
546.0057,37.28227,1.95522
545.1096,38.52501,1.518284
544.6296,39.14639,1.673893
545.3449,39.76776,1.669497
543.2808,41.0105,1.423337
542.7139,41.0105,0.5951815
541.8851,41.0105,0.5564991
540.7425,41.0105,0.241765
540.824,40.38913,0.3033052
540.4063,40.38913,0.302426
540.5186,39.76776,0.3006678
539.6041,39.76776,0.2022035
540.337,39.14639,0.1942911
539.8746,39.14639,0.4026486
539.007,38.52501,1.003105
539.6774,39.76776,1.718729
540.1077,40.38913,1.756533
540.0753,41.0105,1.88313
538.8431,42.25324,1.577187
539.6463,42.87461,0.5222124
539.0201,41.63187,0.6189184
539.4016,41.63187,0.5037504
539.1191,41.63187,0.5107835
540.1692,41.63187,0.5186958
540.3552,41.0105,0.5134209
539.9877,41.0105,0.4800134
539.7897,40.38913,0.1881371
539.7719,40.38913,0.2022035
540.3867,39.14639,0.2101158
540.6806,38.52501,0.5819943
540.5773,38.52501,0.6048521
539.5812,38.52501,0.616281
539.9897,38.52501,0.3912197
539.4138,39.14639,0.996951
539.9725,39.76776,1.098053
539.5251,40.38913,1.013655
538.5297,40.38913,0.628589
538.9028,40.38913,0.5705654
539.7298,40.38913,0.519575
540.0274,40.38913,0.3674828
540.6395,40.38913,0.1617628
541.0809,39.76776,0.2030826
540.9788,39.14639,0.20572
540.2633,38.52501,1.0286
539.3848,38.52501,0.8290342
539.074,38.52501,0.610127
539.3642,38.52501,0.6637548
538.3918,38.52501,0.3534165
537.2117,37.90364,0.2092366
535.6113,38.52501,0.4386936
535.0234,37.90364,0.8413422
534.7813,37.28227,0.5978189
533.051,37.28227,0.4114401
532.0159,37.28227,0.8492545
531.6351,37.28227,0.8439797
532.8229,37.90364,0.8492545
533.9369,38.52501,1.083107
534.362,38.52501,0.9380482
533.5905,39.14639,0.9310151
534.481,39.14639,0.3938572
532.9532,39.14639,0.386824
532.3339,39.14639,0.392978
532.904,39.14639,0.489684
532.6083,39.14639,0.5116627
532.5244,39.14639,0.5310039
531.1545,39.14639,0.5872692
531.2943,39.76776,0.6215559
532.6993,39.76776,0.6233141
533.6467,39.14639,0.6268307
534.8724,39.14639,0.5204541
535.495,39.14639,0.3753951
535.8024,38.52501,0.4518808
536.4382,38.52501,0.7261742
534.9271,39.14639,0.7077121
534.9271,39.14639,0.6804586
534.9271,39.14639,0.5767194
534.9271,39.14639,0.5600157
536.6024,39.14639,0.6092478
534.9035,39.76776,0.6022146
536.1981,39.76776,0.5775986
534.3454,39.76776,0.7710106
533.9301,39.76776,0.9204653
533.0426,40.38913,1.011017
532.3654,40.38913,0.4360562
533.4821,41.0105,0.4342979
534.3043,40.38913,0.3156132
534.5272,39.76776,0.2760517
535.3953,39.14639,0.2813266
536.457,39.14639,0.2470399
536.8136,38.52501,0.5767194
537.6434,38.52501,0.5705654
537.7708,38.52501,0.531883
537.5641,38.52501,0.3727577
536.7191,37.90364,0.465068
538.5576,38.52501,0.4721011
540.0528,37.90364,0.5582574
541.2531,38.52501,0.6136435
541.3033,37.90364,0.6576008
541.7836,38.52501,0.6532051
542.2119,38.52501,0.6417762
542.1027,38.52501,0.7718897
542.4237,38.52501,0.7578234
542.5435,38.52501,0.1951703
542.5637,37.90364,0.2004452
543.1052,38.52501,0.8228801
543.5467,37.90364,0.1617628
542.7273,37.28227,0.199566
542.3274,33.55404,0.1978077
542.2826,31.06856,0.2039617
541.5635,31.68993,1.45059
539.8328,32.93267,1.578066
539.3478,34.17542,1.730158
536.3056,35.41816,1.510372
536.085,36.03953,1.426853
536.7678,36.6609,0.525729
536.9258,37.28227,0.7165036
538.2064,37.28227,0.7340865
538.369,37.28227,0.7217785
538.6373,37.28227,0.6074895
538.8067,37.90364,0.6048521
537.8726,37.90364,0.5160584
537.6569,37.28227,0.5468285
536.6025,37.90364,0.5406744
536.9167,37.28227,0.531883
538.1629,37.28227,0.1582462
538.1853,36.6609,0.2030826
538.4729,36.03953,0.3349544
539.0862,35.41816,0.1784665
539.4807,34.79679,0.2030826
539.6509,34.17542,0.2470399
540.871,32.93267,0.2593479
541.2443,31.68993,0.2646228
540.5907,31.06856,0.2672602
540.4899,29.82582,0.2672602
540.9093,28.58307,0.2637436
541.9518,27.34033,0.2707768
541.9545,26.71896,0.2681394
542.5427,25.47622,0.2109949
543.0327,24.23348,0.199566
544.1445,22.99073,0.199566
545.0027,19.88388,0.1986869
544.6747,16.15565,0.1969286
543.9638,13.04879,0.1969286
543.6302,9.941939,0.20572
543.0743,7.456454,0.2382484
543.1474,4.97097,0.3331961
542.7874,2.485485,0.3208881
542.9102,0,0.2619854
543.3551,0,0.2400067
543.0939,0,0.2303361
544.2039,0,0.2312153
544.3848,0,0.2224238
544.8505,1.242742,0.6154018
544.2592,5.592341,0.8650792
543.763,8.699197,1.240474
544.0488,11.18468,1.545538
543.8209,14.91291,1.695872
543.7824,17.39839,1.610595
543.5319,18.01976,0.4580348
542.8575,19.26251,1.771478
542.4816,21.12662,0.8844203
542.48,20.50525,0.3789117
541.9696,21.12662,0.803539
540.9137,22.36936,0.8633208
540.9089,23.6121,0.906399
542.2503,25.47622,0.9292568
541.676,26.71896,0.8448588
541.2687,27.9617,0.8633208
540.6682,28.58307,0.8474962
541.3382,29.82582,0.8263968
541.6011,30.44719,0.9072781
540.5732,31.68993,0.8958492
541.0799,32.3113,0.9055198
541.1141,33.55404,0.8923327
541.3534,34.17542,0.3419876
539.1094,34.17542,0.6022146
538.3635,34.17542,0.6910083
538.4134,34.79679,0.676942
539.0125,34.79679,0.3850657
539.1138,35.41816,0.3727577
537.8523,34.79679,0.5661697
538.6879,35.41816,0.7507902
538.6597,36.03953,0.76134
538.6699,36.03953,0.3516582
539.2834,36.03953,0.2487982
539.093,35.41816,0.4791343
539.5356,35.41816,0.4721011
539.1697,34.79679,0.4914423
539.686,34.79679,0.4307813
539.6429,35.41816,0.4510016
540.3446,35.41816,0.4492433
540.6321,34.79679,0.1520922
540.4449,34.79679,0.1925329
540.7607,34.17542,0.2514356
540.7837,34.79679,1.040908
541.2457,35.41816,0.4026486
540.9998,35.41816,0.1556087
540.0889,34.79679,0.3288004
539.3151,34.79679,0.3375919
538.6859,34.79679,0.3630871
539.8047,34.17542,0.2786891
539.5912,34.17542,0.3622079
540.3628,33.55404,0.3630871
539.1091,32.93267,0.1802248
537.6651,32.93267,0.4439685
539.1673,32.93267,0.4633097
539.3149,32.93267,0.5415536
540.5929,32.93267,0.622435
540.8062,32.93267,0.3498999
539.8495,32.3113,0.235611
539.9465,31.68993,0.2602271
539.6035,30.44719,0.2628645
539.1237,29.82582,0.2628645
539.4064,28.58307,0.2048409
540.3076,27.9617,0.1916537
539.8688,27.9617,1.051458
539.2374,29.20445,0.2786891
538.9268,28.58307,0.3938572
539.061,29.20445,0.8334299
539.1371,29.82582,0.7903518
539.1667,29.82582,0.6655131
538.3413,30.44719,0.828155
538.5027,31.06856,0.8510128
538.8453,31.68993,0.8404631
539.4905,32.3113,0.894091
539.1299,32.93267,0.900245
538.9795,33.55404,0.7463945
538.6583,34.17542,0.4510016
538.6036,33.55404,0.6488094
538.3743,33.55404,0.6637548
540.0454,34.17542,0.6171601
541.1111,34.17542,0.7411196
541.647,34.79679,0.6329848
540.7813,34.17542,0.3542956
541.2141,34.17542,0.6154018
540.5118,34.17542,0.6857335
540.397,34.17542,0.7279325
540.7102,34.17542,0.6329848
540.9861,34.79679,0.7103496
541.6574,34.79679,0.7279325
542.0925,35.41816,0.5855109
543.0329,36.03953,0.3736368
542.4343,35.41816,0.1468173
542.6352,34.17542,0.1960494
540.5676,33.55404,0.6505677
539.9341,33.55404,0.7956266
540.379,34.17542,0.749032
541.8286,34.17542,0.4764968
533.0268,34.17542,0.1898954
523.7816,33.55404,0.2039617
513.3493,32.93267,0.416715
540.0438,32.93267,0.9415648
538.2612,33.55404,0.9617851
539.0682,34.17542,0.942444
538.0646,34.79679,0.5723237
532.7256,35.41816,0.5793568
531.5936,35.41816,0.7648566
535.5865,35.41816,0.5608948
535.694,35.41816,0.7710106
534.1566,36.03953,0.8800246
533.5484,36.6609,0.8993658
537.1296,36.6609,0.2866014
536.7838,36.03953,0.2013243
536.9172,35.41816,0.1714334
534.4357,34.79679,0.2707768
536.2135,34.79679,1.085745
533.7256,36.03953,1.447073
535.4231,37.28227,1.349488
535.5677,36.6609,0.1740708
538.3225,35.41816,0.2004452
536.9077,35.41816,0.392978
530.9534,35.41816,0.4088027
529.8322,35.41816,0.4325396
529.9684,35.41816,0.4677054
529.3014,35.41816,0.4729803
530.5071,35.41816,0.5266082
527.9315,35.41816,0.5230916
527.5688,35.41816,0.5160584
527.9932,36.03953,0.519575
526.7999,36.03953,0.5881483
524.7762,35.41816,0.5819943
524.6389,36.03953,0.6066104
524.0026,36.03953,0.6549634
526.5128,36.03953,0.4659471
526.6553,36.6609,0.4369353
524.3231,35.41816,0.6382596
525.4214,35.41816,0.6743046
527.2843,35.41816,0.6136435
529.1917,36.03953,0.6444137
530.3859,36.03953,0.664634
525.3609,36.6609,0.2698977
524.723,36.03953,0.3551748
524.2019,36.03953,0.3551748
526.2761,36.03953,0.4738594
523.8354,36.03953,0.5573782
524.3301,36.03953,0.1424216
524.1066,36.03953,0.1907746
525.8924,35.41816,0.3771534
523.1516,34.79679,0.4721011
522.649,35.41816,0.5239707
525.2264,34.79679,0.2734143
528.5396,34.79679,0.2276987
526.0356,34.17542,0.2400067
525.8627,34.17542,0.2400067
525.0053,34.17542,0.4483642
523.4594,33.55404,0.1485756
523.6436,32.93267,0.2496773
521.8768,32.3113,0.2540731
523.6752,31.06856,0.2681394
519.2856,30.44719,0.4026486
520.2578,30.44719,0.1828623
516.6987,29.82582,0.2584688
517.1164,27.9617,0.2698977
514.5043,27.34033,0.2690185
512.5446,26.09759,0.2074783
512.6757,23.6121,0.2013243
512.5163,20.50525,0.2004452
516.6666,16.77702,0.2022035
512.4158,14.91291,0.2004452
514.2338,12.42742,0.1942911
515.039,9.941939,0.2074783
518.0665,7.456454,0.2364901
518.2834,6.213712,0.2663811
520.5992,3.728227,0.3455042
521.6824,1.864114,0.290118
523.7223,0,0.2514356
524.0878,0,0.2444024
521.8556,0,0.2391276
519.5155,0,0.2259404
517.0988,0,0.2259404
513.4783,0,0.2153906
508.7202,0,0.2189072
505.7354,0,0.2136323
504.4848,0,0.2514356
500.4571,0,0.2575896
501.1287,0,0.2487982
500.8391,0,0.2514356
509.004,0.6213712,0.8439797
507.1131,5.592341,1.303773
503.8338,9.941939,1.36795
504.5741,12.42742,1.813677
502.4221,16.15565,1.65631
503.7359,19.26251,1.724883
507.3712,21.12662,1.70818
509.8454,22.99073,1.462019
507.752,25.47622,1.098053
506.8443,26.09759,1.105086
505.6763,27.34033,0.664634
506.3351,27.9617,0.8967284
507.1395,27.9617,0.8413422
510.3631,29.20445,0.8958492
511.2335,29.82582,0.719141
513.5453,30.44719,0.7745272
516.5094,31.06856,0.7718897
519.9803,31.06856,0.7833186
523.1133,31.68993,0.779802
524.3104,32.93267,0.7780437
524.1352,32.93267,0.3463833
518.8879,33.55404,0.3182507
517.7251,32.3113,0.3235255
515.4415,32.3113,0.3138549
515.2064,31.68993,0.3226464
514.5174,31.68993,0.4000112
518.3318,31.06856,0.2241821
518.7253,30.44719,0.2593479
517.9147,29.82582,0.2531939
517.6116,27.9617,0.2725351
517.4059,26.71896,0.2646228
519.8948,23.6121,0.2760517
525.4845,19.88388,0.2786891
520.764,15.53428,0.2109949
519.2362,14.29154,0.2092366
519.5898,13.67017,0.3595705
522.4261,13.67017,0.1863788
521.6239,9.320568,0.247919
519.576,6.835083,0.2487982
516.9864,6.213712,1.617628
517.128,9.941939,1.058491
517.5742,11.80605,1.297619
521.14,14.91291,0.4369353
524.5359,14.91291,0.1775874
522.514,14.91291,0.193412
520.9871,14.29154,0.7789229
520.9235,15.53428,0.7833186
518.7454,16.15565,0.1802248
517.3959,16.15565,0.3041843
521.4125,15.53428,0.1863788
520.8005,14.29154,0.2048409
521.3235,10.56331,0.2004452
521.3348,6.835083,0.3314379
522.8344,3.728227,0.4096818
520.09,1.864114,0.3709994
518.3174,6.213712,1.236079
519.0187,8.699197,1.163109
517.7632,11.18468,1.064645
519.5748,12.42742,0.296272
521.0848,12.42742,0.3428667
516.0963,9.320568,0.2496773
518.2488,5.592341,0.326163
517.8855,0.6213712,0.3208881
517.4604,0,0.2769308
517.27,0,0.2241821
517.4211,0,0.1696751
516.4924,0,0.1600045
515.6167,0,0.1608836
515.4775,0,0.1564879
514.8007,0,0.1529713
514.2607,0,0.1476964
513.3611,0,0.1485756
513.1346,0,0.1485756
515.4395,0,0.2320944
516.4143,0,0.2320944
516.4247,0,0.2312153
516.3983,0.6213712,0.2329735
516.5519,2.485485,0.5907857
515.6584,4.349598,0.3507791
529.2379,4.97097,0.4070444
528.2839,5.592341,0.4202316
528.1259,5.592341,0.4316604
527.7843,5.592341,0.4000112
529.6474,4.97097,0.4026486
534.0634,3.728227,0.3041843
536.2828,1.242742,0.3270421
535.2275,0,0.27781
535.1213,0,0.2241821
533.6217,0,0.2426441
537.006,1.242742,0.2681394
535.0827,2.485485,0.2883597
534.678,2.485485,0.296272
536.1424,1.864114,0.2804474
531.3617,1.242742,0.2611062
530.7984,0,0.2813266
530.9116,1.242742,0.3217672
533.6355,2.485485,0.6066104
533.2953,4.97097,0.5652906
541.8434,6.835083,0.7428779
541.8188,9.320568,0.7173827
539.8317,9.941939,0.3630871
545.6549,9.320568,0.3191298
547.483,6.213712,0.3507791
542.1652,4.97097,0.4211107
543.5693,4.97097,0.622435
542.2505,6.835083,0.8765081
530.8989,9.320568,0.9028824
530.3448,10.56331,0.9934344
529.5264,12.42742,1.06992
536.675,14.91291,1.006622
535.8853,16.15565,0.338471
537.6625,15.53428,0.1591253
542.1236,15.53428,0.2092366
543.3795,13.67017,0.2048409
546.4904,12.42742,0.2022035
548.6348,10.56331,0.2022035
548.1096,8.077826,0.2725351
551.9871,6.213712,0.3534165
554.9954,6.213712,0.3604496
551.8359,7.456454,1.106844
550.5123,9.941939,1.412787
550.2598,11.80605,1.511251
551.248,17.39839,1.675651
551.8189,20.50525,2.021155
550.5181,23.6121,2.315669
551.1898,26.09759,2.332373
552.0806,28.58307,2.444904
549.3821,31.68993,2.138082
548.1887,32.93267,1.913021
547.6542,33.55404,1.895438
547.352,35.41816,1.45059
551.1651,36.03953,1.063766
552.5438,36.6609,1.122669
555.446,37.28227,1.001347
554.5635,37.90364,0.4668263
552.7855,37.90364,0.1635211
552.2593,36.6609,0.1890163
552.0804,36.03953,0.1942911
554.0466,34.79679,0.1960494
561.1318,32.93267,0.1986869
559.1958,31.68993,0.1951703
555.9108,27.9617,0.2022035
556.8333,24.85485,0.2039617
557.0944,20.50525,0.2013243
555.7868,19.26251,0.2013243
554.5907,18.01976,0.2013243
554.0286,14.91291,0.1916537
557.9284,11.18468,0.1881371
554.7537,9.320568,0.2681394
552.2715,9.320568,0.580236
547.4882,11.80605,2.538093
547.7669,15.53428,2.597875
547.7167,19.88388,2.633041
545.9955,22.36936,2.358747
547.9864,26.09759,2.480948
549.2351,28.58307,2.445783
546.0101,31.68993,2.569742
546.533,33.55404,2.588204
552.2034,36.03953,2.58205
551.116,37.28227,2.568863
547.6271,39.14639,1.607957
546.7524,39.76776,1.496306
548.4565,40.38913,1.581583
551.1695,41.63187,1.456744
554.2569,41.63187,0.5107835
552.1397,42.25324,0.5239707
557.929,41.63187,0.2953929
554.6834,41.0105,0.1828623
554.4692,40.38913,0.4721011
565.2931,41.0105,1.307289
562.447,41.0105,0.2611062
563.5159,39.76776,0.20572
562.7838,39.14639,0.1960494
562.1897,38.52501,0.1969286
560.6071,36.6609,0.2558313
558.0167,33.55404,0.2593479
556.2081,31.06856,0.2602271
547.4097,30.44719,1.798732
550.5379,30.44719,2.12929
548.4604,33.55404,1.562242
546.1039,34.79679,1.285311
548.8811,35.41816,0.8395839
547.5092,36.03953,0.7824395
550.1426,36.6609,0.7077121
552.3027,36.6609,0.634743
550.0654,36.6609,0.1846205
550.0469,36.6609,0.20572
