altitude (ft),Speed(mph)
722.2,8.699194
722.4,13.048791
722.8,19.883872
723.8,22.369356
725,24.85484
728.2,29.204437
732.7,29.204437
735.6,27.961695
736.7,27.961695
737.5,26.718953
738.2,24.85484
739.9,23.612098
740.9,21.126614
741.7,16.777017
742.5,14.291533
742.9,11.184678
740.9,13.048791
739.7,14.291533
721.3,58.408874
754.7,24.85484
753.4,24.85484
752.1,24.233469
750.8,24.233469
749.9,21.747985
749,18.019759
748.3,15.534275
747.8,13.048791
747.6,13.048791
747.6,11.184678
747.7,9.941936
747.7,8.699194
747.4,11.184678
746.5,13.048791
745.7,14.291533
744.9,14.291533
743.9,13.670162
743.6,15.534275
742.8,18.019759
721,14.291533
726.5,11.806049
755.6,26.718953
753.2,28.583066
750.9,30.447179
750.1,32.932663
749.8,34.796776
750.9,35.418147
750.1,34.175405
749.5,34.175405
749.6,34.796776
729.9,17.398388
730.3,17.398388
729.7,13.670162
730.2,13.670162
730.8,13.048791
731.6,13.048791
733.3,18.019759
732.5,22.990727
730.2,24.233469
728.3,24.233469
723.9,26.718953
720.2,31.689921
721.2,31.689921
723,31.06855
729.6,26.718953
738.3,24.233469
742.5,14.291533
742,14.291533
741.9,9.941936
741.9,5.592339
741.9,0.621371
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0.621371
741.9,0.621371
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
742.1,6.21371
742.4,9.320565
742.6,9.320565
742.6,7.456452
742.6,7.456452
742.7,9.320565
742.7,6.21371
742.8,6.21371
742.8,6.21371
742.9,6.21371
742.9,6.835081
742.9,13.670162
742.6,16.155646
742.3,16.155646
741.7,19.883872
740.7,22.369356
739.9,22.990727
738.4,22.990727
737.6,22.369356
736.6,22.369356
736.5,23.612098
733.3,24.85484
731.9,24.85484
730.3,26.097582
728.4,27.961695
726.6,27.961695
724.7,27.340324
723.3,27.340324
721.8,27.340324
721,27.340324
720.9,27.340324
721,26.718953
722.1,24.233469
723,15.534275
725.6,15.534275
742.3,21.747985
741.7,25.476211
740.4,31.689921
738.7,34.796776
737.3,37.28226
734.8,37.28226
732.4,38.525002
730.3,38.525002
727.5,38.525002
725.1,37.28226
722.9,37.28226
721.1,39.767744
721,39.767744
721,39.767744
724.8,39.767744
729.9,38.525002
733.3,38.525002
736.8,38.525002
737.7,37.28226
737.1,34.796776
735.8,31.689921
734.4,26.718953
732.1,22.990727
729.8,17.398388
727.9,13.670162
726.6,6.835081
726.2,0.621371
725.5,5.592339
727.9,8.077823
727.9,6.835081
727.9,4.349597
727.9,3.106855
727.9,4.349597
727.9,6.835081
661.1,36.039518
670.9,36.039518
677.2,36.039518
676.6,38.525002
676.5,38.525002
676.4,38.525002
675.8,38.525002
675.7,37.28226
675.8,37.28226
675.9,36.039518
676.1,36.039518
676.2,34.796776
676.2,33.554034
675.9,33.554034
676,35.418147
676.7,36.039518
676.4,35.418147
676.2,34.175405
676.9,32.932663
677.3,30.447179
677.4,24.85484
677.7,18.019759
678.2,15.534275
678.2,13.670162
677.5,14.912904
677.2,18.019759
682.6,62.1371
739.7,16.777017
738.8,16.777017
738.1,14.291533
737.4,14.291533
736.2,13.670162
736.1,16.155646
735.8,18.64113
692.6,14.912904
677.9,46.602825
678.3,46.602825
674.2,45.360083
664.4,44.117341
703.9,37.903631
702.4,17.398388
701.3,17.398388
701.3,16.777017
698.1,15.534275
683,13.670162
683,13.670162
701.2,15.534275
732.3,29.825808
727.9,29.825808
695.5,3.728226
695.8,6.21371
711.6,7.456452
672.1,35.418147
776.2,32.311292
774.7,32.311292
773.1,31.06855
771.5,31.06855
769.1,27.961695
767.3,24.233469
766.4,20.505243
765.7,17.398388
764.9,14.912904
764.1,12.42742
763.3,8.077823
762.6,4.349597
762.3,3.106855
762,1.864113
761.9,0.621371
761.6,1.864113
761.5,1.864113
761.2,4.349597
760.8,5.592339
760.6,6.835081
760.4,9.941936
759.9,12.42742
759.9,12.42742
759.7,13.670162
759.5,16.155646
760.3,17.398388
759.9,16.155646
759.7,13.670162
759.7,9.941936
759.7,5.592339
759.7,3.106855
759.7,1.864113
720.7,81.399601
722.3,68.972181
720.8,54.059277
758.6,12.42742
758.4,14.912904
758.4,16.777017
758.4,21.747985
757.1,27.340324
755.4,32.311292
752.1,36.660889
750.1,41.010486
749.8,42.874599
750.3,45.360083
750.6,45.360083
749.5,46.602825
749.4,46.602825
750.8,45.360083
751.3,42.874599
750.6,39.767744
753.8,36.039518
682.7,22.369356
706.8,50.331051
698.7,14.912904
680.6,0.621371
679,18.64113
730.4,14.291533
729.6,14.291533
730,14.291533
730.1,13.670162
730.5,13.670162
731.5,15.534275
733.1,15.534275
733.3,14.912904
731.3,14.912904
729.7,14.912904
729.1,10.563307
728.5,10.563307
727.9,8.077823
726.6,6.835081
726.1,4.970968
725.9,3.728226
726,3.728226
726.4,1.242742
726.6,1.242742
726.7,1.242742
727.2,1.242742
726.9,1.242742
727.2,1.242742
727.6,0
728.2,0
728.2,0.621371
728,0.621371
727.9,0.621371
728.1,0.621371
727.9,0
727.9,0
728.2,0.621371
727.9,0.621371
727.3,0
727.1,0
726.6,0
726.6,2.485484
726.5,2.485484
725,3.106855
723.3,8.699194
721.6,16.155646
720.3,19.262501
721.1,19.262501
722.4,21.747985
726.4,22.369356
734.8,22.990727
742.5,24.233469
741.9,24.233469
742.2,24.85484
742.6,24.85484
742.8,24.233469
743,24.233469
742.7,23.612098
742.3,22.369356
742.1,20.505243
741.2,20.505243
740.7,20.505243
739.9,20.505243
738.5,19.883872
737.9,11.184678
737,11.184678
736.4,11.184678
735.9,13.048791
721,62.1371
682.6,65.243955
675.5,37.28226
698.1,34.175405
759,36.039518
695,16.155646
695,18.64113
695.1,16.777017
695.1,16.777017
695,21.126614
695.3,20.505243
695.5,22.990727
696.1,26.718953
696.5,26.718953
697.3,27.340324
699,29.825808
701.6,31.06855
704.1,31.06855
707.3,30.447179
711.4,31.06855
715.4,32.932663
718.4,32.932663
721.7,32.311292
724.4,31.06855
726.8,31.06855
728.7,30.447179
730.2,29.825808
731.2,29.825808
732,27.961695
732.5,27.340324
732.1,27.340324
731.7,27.340324
730.9,24.85484
730,23.612098
729.1,19.883872
728.8,12.42742
728.4,10.563307
728.3,5.592339
728.1,5.592339
728,3.728226
727.8,4.970968
727.5,6.835081
727.2,10.563307
726.7,10.563307
726.4,9.941936
725.9,10.563307
725.4,11.184678
724.6,13.048791
723.6,14.912904
722.1,16.777017
721.3,16.777017
721,16.155646
720.6,16.155646
720.5,16.777017
720.8,18.019759
720.9,20.505243
721.3,21.126614
722.2,21.126614
723.4,21.126614
724.8,18.64113
727.1,18.64113
728.1,15.534275
728.7,14.912904
729.1,14.912904
729.3,13.670162
730,13.670162
730.7,13.670162
731.8,11.184678
732.7,11.184678
734.5,11.806049
733.9,9.320565
733.3,5.592339
732.9,4.349597
732.7,3.106855
732,3.106855
731.7,3.106855
731.3,3.106855
730.3,3.106855
729,3.106855
728.3,3.106855
727.4,3.106855
726.7,3.106855
725.9,3.728226
724.9,5.592339
723.7,7.456452
722.5,7.456452
721.4,7.456452
720.3,8.699194
720.4,10.563307
721.1,11.806049
722.1,12.42742
723.5,13.670162
727.6,12.42742
733,12.42742
737.6,12.42742
741.1,12.42742
740.9,13.670162
741.3,14.291533
741.5,9.941936
742.4,9.941936
742.5,9.941936
742.4,1.242742
742.5,1.864113
742.6,4.349597
742.6,4.349597
742.7,4.970968
742.8,4.970968
742.9,7.456452
743,7.456452
742.8,8.077823
742.7,4.349597
742.5,4.970968
742.4,2.485484
742.6,0
742.5,2.485484
742.4,3.728226
742.3,5.592339
741.8,11.184678
741.1,13.048791
740.1,14.291533
739.2,14.912904
738.3,16.155646
737.3,16.777017
736.3,17.398388
735,18.64113
733.5,19.883872
732.2,21.126614
730.5,21.126614
728.5,21.126614
726.7,21.747985
725,24.85484
723.5,25.476211
721.6,25.476211
720.7,25.476211
720.5,25.476211
721.6,24.85484
723.1,23.612098
725.2,23.612098
728.9,23.612098
732.4,23.612098
734.9,23.612098
736.5,18.019759
737.1,18.019759
737.2,18.019759
737.5,18.019759
736.6,18.019759
735.6,18.64113
734.3,18.64113
731.6,19.883872
728.1,19.883872
725,22.369356
722.9,24.233469
722,24.85484
721.6,23.612098
722.1,19.883872
722.5,15.534275
723.3,14.912904
723.9,11.806049
723.6,8.699194
699.5,25.476211
730.9,6.835081
730.7,6.835081
730.6,5.592339
730.5,6.835081
730.4,6.21371
730.5,6.21371
730.7,6.21371
730.9,6.835081
731.3,7.456452
731.6,6.835081
731.7,6.21371
731.7,4.970968
731.7,4.349597
731.7,3.728226
731.7,0.621371
731.7,1.242742
731.7,4.349597
731.5,6.21371
731.3,6.835081
730.7,12.42742
730.1,14.912904
729.3,16.155646
728.6,16.155646
728.2,13.670162
727.6,13.048791
727,11.806049
726.4,9.941936
725.7,8.077823
725.2,6.835081
725.1,1.242742
724.9,0.621371
724.9,0
724.8,0.621371
724.8,0
724.8,0
724.7,0.621371
724.7,0
724.5,0.621371
724.5,1.242742
724.5,0
724.5,0
724.5,0
724.5,0
724.5,0
724.5,0
724.5,0.621371
724.5,0
724.4,0.621371
724.4,0
724.4,0
724.3,0.621371
724.2,0.621371
724.2,0.621371
724.2,0
724.2,0
724.2,0
724.2,0
724.2,0
724.2,0
724.1,1.864113
723.8,7.456452
723.1,10.563307
722,14.291533
721.2,18.019759
720.9,19.883872
720.6,22.990727
720.6,23.612098
720.7,21.747985
720.7,21.126614
721.1,16.777017
721.6,9.941936
721.8,3.728226
721.9,2.485484
722.1,5.592339
722.4,8.699194
723.1,13.048791
723.9,15.534275
724.8,17.398388
726.2,18.019759
727,17.398388
727.5,16.155646
727.6,17.398388
727.1,19.883872
721.6,59.030245
741.8,32.311292
740.4,34.796776
738.6,36.039518
737.2,37.28226
734.6,38.525002
732.2,39.767744
729.9,39.767744
727.1,41.010486
724.4,41.010486
722.1,41.010486
721,39.767744
721,39.767744
723.1,37.28226
726.4,37.28226
731,34.796776
734,32.311292
736.6,29.204437
737.6,28.583066
737.8,25.476211
736.9,25.476211
735.8,23.612098
734.6,23.612098
733.1,21.747985
730.8,18.64113
728.5,16.155646
726.9,12.42742
725.7,9.320565
725.2,5.592339
727.9,5.592339
727.9,3.106855
727.9,4.349597
727.9,8.077823
721.4,3.728226
721.4,10.563307
721.4,10.563307
721.4,10.563307
721.4,8.699194
721.4,6.21371
721.1,10.563307
721,10.563307
720.7,13.048791
720.5,14.912904
720.7,17.398388
720.8,17.398388
720.9,13.048791
720.9,10.563307
720.9,6.21371
720.9,0
720.9,0
720.9,0
720.9,0
720.9,0
720.9,0
720.9,0
720.9,0
720.9,0
720.9,0
720.9,0
720.9,0
721,0
720.9,0
720.9,0
720.9,0
720.9,0
720.9,0
720.9,0
720.9,0
720.9,0
720.9,0
720.9,0
720.9,0
720.9,0
720.9,0
720.9,0
720.9,0
720.9,0
721,0
721,1.864113
721.2,6.21371
721.4,6.21371
722.2,14.912904
723,14.912904
723.7,17.398388
724.8,17.398388
726,17.398388
726.5,14.912904
728,13.048791
727.7,13.048791
727.5,13.048791
727.1,13.048791
724.8,27.340324
723.8,24.85484
693.3,22.990727
742.1,11.806049
721.1,65.865326
742.2,24.233469
742.6,22.990727
742.8,21.747985
742.4,21.747985
742,20.505243
741.2,17.398388
740.2,16.155646
739.3,16.155646
738.6,16.155646
738,13.670162
737.4,14.912904
736.1,17.398388
735.8,20.505243
736.1,17.398388
723.4,6.21371
723.8,5.592339
724.4,8.077823
725,9.320565
725.7,9.941936
726.5,9.941936
727.5,9.941936
728.1,7.456452
728.6,6.21371
729,7.456452
729.8,0
729.8,0
729.8,0
729.8,0
729.8,0
729.8,0
729.8,0
729.9,0
729.9,0
730,0
730.3,0
721.1,5.592339
721.1,5.592339
721.1,5.592339
721.1,5.592339
721.1,5.592339
721.1,5.592339
721,5.592339
720.8,5.592339
720.6,5.592339
720.5,5.592339
720.7,6.21371
720.8,6.835081
720.8,13.048791
721.4,15.534275
722.4,16.777017
723.6,16.777017
725.2,16.155646
726.4,14.291533
727,11.806049
727.1,11.806049
726.7,13.670162
721.1,67.108068
679.4,34.796776
679.4,34.796776
728.5,26.097582
742.3,5.592339
721.2,65.865326
764.8,41.631857
768.3,40.389115
772,40.389115
775,38.525002
778.1,37.28226
779.5,37.28226
778.4,37.28226
775.7,37.28226
775.7,37.28226
772,34.796776
772,34.796776
769.3,31.689921
767.3,30.447179
766.2,27.961695
764.9,22.369356
763.6,19.883872
762.3,15.534275
761.2,9.941936
760.6,4.349597
760.6,0.621371
760.6,0.621371
760.5,0.621371
760.5,0.621371
760.4,4.349597
760.2,9.941936
759.9,13.048791
759.4,15.534275
758.9,15.534275
758.6,15.534275
758.4,18.019759
758.2,19.883872
757.6,18.019759
756.8,16.777017
755.7,13.048791
754.9,9.941936
754,9.941936
753.5,7.456452
753.2,7.456452
753.3,7.456452
753.7,9.941936
754.6,9.941936
755.4,8.699194
756.1,9.941936
756.6,8.699194
758,7.456452
758.4,6.21371
758.5,3.106855
758.6,1.864113
737.1,33.554034
737.7,33.554034
737.1,31.689921
735.8,31.06855
734.4,27.961695
731.9,26.718953
728.3,27.961695
725.5,25.476211
723.6,24.233469
722.8,21.747985
722.1,20.505243
722,19.262501
722.1,19.262501
722.4,14.912904
722.7,13.670162
723.3,12.42742
723.8,12.42742
723.5,14.912904
722.9,16.155646
674.8,29.825808
725.4,11.806049
671.1,38.525002
709,39.767744
705.1,45.981454
705.1,45.981454
704.7,46.602825
687.5,17.398388
691.3,17.398388
721.2,72.02766772
701.2,0
687.1,16.777017
692,15.534275
740.4,35.418147
741.8,35.418147
743.6,36.660889
743.4,36.660889
744.7,37.903631
749,37.903631
752.8,36.660889
754.1,37.903631
757.7,36.660889
756.7,35.418147
756.7,35.418147
754.1,33.554034
752,33.554034
750.3,33.554034
749,31.06855
747.8,29.825808
747.6,27.340324
747.7,21.126614
746.7,18.019759
745.4,18.019759
744.7,16.155646
743.8,16.155646
743.8,16.155646
740.9,0
732.4,12.42742
721.3,0
742.2,16.777017
742.5,14.291533
742.7,14.291533
742.6,13.670162
742.4,13.670162
742.1,16.155646
741.9,16.777017
741.1,16.777017
740.1,16.777017
739.4,17.398388
738.4,17.398388
737.8,16.777017
737.3,14.912904
736.8,9.320565
736.6,9.941936
736.4,9.941936
736.3,11.806049
735.5,14.912904
735.4,10.563307
735.2,9.941936
734.6,12.42742
733.8,14.291533
733,14.291533
732.1,14.912904
730,17.398388
682.6,67.729439
721,77.671375
678.7,29.825808
736.9,40.389115
721.2,66.486697
724.9,5.592339
735.7,37.28226
720.8,61.515729
760,17.398388
759.7,14.291533
759.9,12.42742
760.1,14.291533
760.4,21.126614
760.8,24.233469
759.6,7.456452
759.5,2.485484
759.4,1.242742
759.3,3.106855
759.1,6.835081
758.8,9.320565
758.7,9.941936
758.6,13.670162
758.4,11.806049
758.4,10.563307
758.4,11.806049
758.5,13.048791
758.7,13.670162
723.6,22.990727
723.9,21.747985
724.1,22.369356
724.2,24.85484
684.4,49.088309
682.3,48.466938
721,75.807262
742,0
740.7,0
729.3,32.311292
695,9.941936
695,10.563307
695,10.563307
695,10.563307
694.9,10.563307
695.1,11.184678
695.4,16.155646
695.7,19.883872
696.4,23.612098
697.1,26.097582
698.4,29.204437
701,31.06855
704.6,32.311292
708.5,32.311292
713.1,31.06855
717,31.689921
720.7,30.447179
723.9,27.961695
726.5,28.583066
728.8,28.583066
730.5,28.583066
731.5,26.097582
732.3,20.505243
732.4,15.534275
732,13.670162
731.8,13.670162
731.2,13.670162
730.4,14.291533
729.4,18.019759
728.1,18.019759
727,18.019759
725.9,18.019759
724.4,16.777017
722.9,14.291533
721.6,9.320565
721.3,3.728226
721.1,2.485484
721,3.728226
720.8,4.970968
720.7,5.592339
720.5,6.835081
720.6,8.077823
720.7,11.184678
720.8,12.42742
721,16.155646
721.9,16.777017
723.1,17.398388
724.7,18.019759
727.1,18.019759
728.4,16.777017
729,15.534275
729.3,15.534275
730.7,16.155646
733,23.612098
734,21.126614
731.9,21.126614
729.4,19.262501
726.4,18.64113
724,17.398388
722.2,17.398388
720.5,17.398388
720.5,19.883872
721.4,21.126614
722.7,22.369356
727.2,22.369356
734.4,22.369356
742.3,21.747985
742.4,21.747985
742.2,21.747985
742.6,21.747985
742.7,20.505243
742.7,20.505243
742.7,21.747985
720.9,74.56452
702.4,18.64113
683.3,62.1371
721.6,64.622584
717.9,16.155646
719.7,12.42742
720.6,11.806049
721.4,13.670162
720.9,18.019759
679.9,16.155646
679.8,18.64113
679.4,18.64113
679.1,24.233469
678.5,26.718953
678.1,31.06855
677.9,31.06855
677.7,31.06855
677.5,34.175405
677.6,34.796776
677.8,36.660889
678.2,37.28226
676.3,37.28226
671.7,37.903631
663.8,37.903631
668.4,37.903631
677.2,38.525002
676.6,38.525002
676.4,38.525002
676.5,39.146373
675.9,39.767744
675.7,40.389115
675.7,40.389115
675.9,41.631857
676,41.631857
675.9,41.631857
675.7,41.631857
675.4,41.010486
676.3,41.010486
676.4,39.767744
676.4,39.146373
677.3,39.146373
677.8,39.146373
678.2,39.146373
678.6,39.146373
679.3,39.767744
679.6,39.767744
679.4,39.767744
681.3,39.767744
683.7,39.146373
684.7,39.767744
683.9,39.767744
683.9,39.767744
687.8,40.389115
690.5,40.389115
690.8,40.389115
692.4,39.767744
693.4,39.146373
693.3,39.146373
694.1,39.146373
694.7,39.146373
695.6,39.767744
695.8,39.767744
697.3,39.767744
698.1,41.010486
698.4,42.874599
700.3,42.874599
700.1,42.874599
702.1,44.738712
704,45.981454
706.5,46.602825
710.1,46.602825
711.7,47.224196
715.3,47.224196
716.4,47.224196
720.8,46.602825
723,46.602825
726.3,45.981454
729.4,45.981454
732.2,45.981454
732.2,45.981454
736.3,45.360083
735.1,45.360083
732.8,44.738712
732.2,44.738712
729.5,45.981454
728,45.981454
726.8,45.981454
723.6,45.981454
721.9,45.981454
722.4,46.602825
722.2,46.602825
720.8,46.602825
717.8,47.845567
717.1,47.845567
716.7,47.845567
713,47.845567
710.7,47.845567
710.2,47.845567
709,47.845567
707.3,47.224196
706.9,46.602825
706.3,46.602825
705.2,45.981454
704.4,45.360083
704.2,43.49597
702.8,43.49597
702.1,42.874599
700.5,42.253228
699.6,41.631857
698.4,41.631857
696.3,41.010486
694.9,39.767744
694.6,37.28226
694,37.28226
693.1,36.039518
692.9,35.418147
693.1,35.418147
693.3,35.418147
692.8,34.796776
692.3,34.796776
692.5,34.796776
693.1,34.796776
693.6,34.796776
694,34.175405
694.2,34.796776
694.5,35.418147
694.8,35.418147
695.8,36.039518
696.5,36.660889
696.9,37.28226
697.3,37.28226
696.2,37.903631
695.3,38.525002
694.5,38.525002
694.4,38.525002
693.9,38.525002
693.5,36.039518
693.4,36.039518
693.3,34.175405
693.1,32.311292
692.8,27.340324
692.9,27.340324
693.1,22.990727
693.4,19.883872
693.5,14.912904
693.5,14.912904
693.5,13.670162
693.5,9.941936
693.5,2.485484
693.5,0.621371
693.5,0.621371
693.5,0.621371
693.5,0.621371
693.5,0.621371
693.5,0.621371
693.5,1.242742
693.5,1.864113
693.5,1.864113
693.5,1.242742
693.5,0.621371
693.5,0
693.7,0.621371
693.7,0.621371
693.7,0.621371
693.8,0
693.8,0.621371
693.8,0.621371
693.8,0.621371
693.8,0.621371
693.8,0
693.8,0.621371
693.7,0
693.7,0.621371
693.8,0.621371
693.7,0
693.7,0
693.7,0
693.7,0.621371
693.7,0.621371
693.7,0.621371
693.7,0
693.7,0.621371
693.8,0.621371
693.8,0.621371
693.8,0.621371
693.9,0.621371
693.9,0.621371
693.8,0.621371
693.8,0
693.8,0
693.8,0.621371
693.8,0
693.8,1.242742
693.8,3.106855
693.8,3.106855
693.7,6.21371
693.7,18.64113
694.3,19.883872
694.6,19.883872
694.8,21.747985
695,22.369356
695,25.476211
694.9,25.476211
694.9,27.961695
695.4,31.06855
695.5,32.932663
696.3,32.932663
697.5,32.932663
698.9,34.796776
701.9,36.039518
705.5,36.039518
709.2,36.660889
714,36.039518
717.5,36.039518
721.1,36.039518
725.5,35.418147
721.8,15.534275
721.5,15.534275
721.4,13.670162
721.4,4.970968
721.4,4.970968
721.4,1.864113
721.4,1.864113
721.4,3.106855
721.4,3.106855
720.8,3.106855
720.6,12.42742
720.6,15.534275
720.7,15.534275
720.9,15.534275
721,15.534275
721.3,13.670162
721.6,13.670162
721.9,10.563307
722.3,10.563307
722.6,9.320565
723,13.048791
723.6,13.048791
724.9,16.155646
727.2,27.961695
729.4,29.825808
730.1,29.825808
731.7,31.06855
733.3,31.689921
730,31.689921
727.4,30.447179
723,28.583066
720.2,24.85484
721,24.85484
722.2,22.990727
724.8,20.505243
730.1,15.534275
735.6,15.534275
740.1,13.670162
742.5,11.184678
742.2,7.456452
742.1,7.456452
742,4.349597
742,0
742,0
742,0
742,0
742,0.621371
742,0.621371
742,0
742,0.621371
742,0
742,0
742,0
742,0
742,0
742,0.621371
742,0.621371
742,0
742,0
742,0.621371
742,2.485484
741.9,2.485484
741.9,4.970968
741.9,13.670162
742.4,18.019759
742.6,18.019759
742.7,21.747985
742.8,25.476211
742.7,27.340324
742.2,25.476211
741.4,25.476211
740.7,21.126614
739.9,21.126614
738.3,18.64113
737.2,16.155646
736.4,19.262501
740.6,20.505243
721.1,68.972181
682.7,57.787503
682.6,67.729439
720.8,64.622584
721.6,66.486697
694.1,0
682.6,58.408874
722.7,58.408874
682.7,61.515729
742.3,32.932663
743,31.06855
742.7,27.340324
742.3,24.233469
741.3,26.718953
740.1,26.718953
738.8,22.990727
738.3,16.155646
738.2,6.835081
738.2,2.485484
738.3,1.864113
738.3,1.864113
738.3,1.864113
738.2,1.864113
738.3,1.864113
738.3,1.864113
738.3,1.864113
738.3,1.864113
738.3,1.864113
738.2,1.864113
738.2,1.864113
738.2,1.864113
738.2,1.864113
738.2,1.864113
738.2,1.864113
738.2,1.864113
738.2,1.864113
738.2,1.864113
737.8,7.456452
737.5,8.699194
736.5,17.398388
734.7,22.369356
732.8,26.097582
731.1,29.825808
728.6,31.689921
726.2,34.175405
723.9,36.660889
721.6,39.146373
720.8,41.010486
721.7,41.010486
724.2,40.389115
729.4,39.146373
733.6,37.903631
737.3,39.146373
737.5,38.525002
736.5,38.525002
734.8,38.525002
731.2,38.525002
727,37.28226
724,32.311292
722.9,27.961695
722.1,24.85484
722.2,24.233469
722.5,24.233469
723.2,22.990727
724,22.369356
724.4,21.126614
742.6,0
734.3,14.912904
735,13.670162
721.4,9.941936
721.4,8.077823
721.4,0
721.4,0
721.4,0
721.4,0.621371
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,1.242742
721.4,0
721.4,0.621371
721.4,0
721.4,0
721.4,0.621371
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,0
721.4,3.728226
721.4,4.970968
721.4,4.970968
721.4,11.184678
720.7,11.184678
720.5,18.019759
720.7,18.64113
720.9,18.019759
721,17.398388
721.2,16.155646
721.5,10.563307
721.8,10.563307
722,7.456452
721.9,0
722,0
722,0
722,0
722.9,0
683.3,13.670162
686.6,41.631857
693.3,0
692.6,0
691.9,17.398388
720.9,68.35081
721.5,65.865326
732.5,38.525002
721.6,73.321778
685.5,27.961695
675.7,31.689921
676.1,28.583066
691.2,0
691.2,0
691.2,0
678.1,24.85484
721.9,11.184678
721.9,14.291533
722.1,16.777017
722.4,18.019759
722.9,20.505243
723.8,20.505243
725,21.747985
727,21.747985
730.4,22.990727
733.8,24.233469
736.1,28.583066
737.1,32.311292
738,33.554034
739.9,34.796776
741.5,37.28226
743.1,37.28226
743.5,37.28226
744.1,34.796776
747.5,32.311292
750.8,31.06855
753.8,29.825808
754.4,28.583066
757.3,27.340324
757.3,26.097582
756.1,24.233469
755.3,18.019759
754.9,13.048791
754.5,8.699194
754.2,7.456452
753.7,8.699194
753.2,12.42742
752.9,9.941936
752.9,8.699194
752.9,9.941936
753.2,9.941936
753.6,8.699194
754.1,8.699194
754.4,9.941936
754.8,8.699194
755,4.970968
755.1,0
755.2,0
755.1,0
755.1,1.242742
755.1,0
755.1,3.728226
755.3,4.970968
755.3,3.728226
721,65.243955
721.5,61.515729
759.8,17.398388
697.9,9.941936
693.2,0
682.3,57.787503
700,2.485484
700.1,5.592339
700.1,5.592339
700.2,8.699194
700.7,11.806049
700.7,11.806049
700.7,11.806049
701.3,17.398388
702.1,23.612098
698.6,26.718953
698.6,26.718953
682.6,25.476211
682.6,25.476211
683.4,28.583066
689.7,34.796776
685.2,37.903631
686.1,37.903631
684.8,37.903631
683.4,37.903631
681.3,38.525002
681.3,38.525002
721,65.243955
683.2,14.912904
693.6,0
728.3,28.583066
693.2,0
741.8,22.637787
740.6,24.20364251
739.3,23.39834676
691.9,13.670162
721.3,52.86617164
721.4,68.972181
727.4,30.447179
682.7,75.807262
752.2,32.311292
721.5,65.243955
677.6,36.660889
677.7,36.660889
677.9,38.525002
678.2,37.28226
676,37.28226
670.5,37.28226
661.8,36.039518
669.8,34.796776
677.4,31.689921
676.8,30.447179
676.6,24.85484
676.5,23.612098
676.6,18.019759
676.3,15.534275
676,12.42742
675.9,12.42742
675.5,11.184678
675,15.534275
674.3,19.262501
685.1,40.389115
676.9,36.660889
742.1,26.097582
742.6,23.612098
742.4,22.990727
742,24.233469
741.2,24.85484
740,23.612098
738.8,19.883872
738,15.534275
737.4,11.184678
737.1,8.077823
736.7,8.699194
736.4,13.048791
724.9,18.019759
725.4,16.155646
726.2,14.912904
728.3,14.291533
730.5,16.155646
733.4,19.883872
734.8,24.233469
735.6,27.340324
736.7,31.06855
738.6,34.175405
741.4,37.903631
742.5,41.010486
742.3,43.49597
743.5,44.738712
750,45.360083
751.1,44.117341
752.1,42.874599
758.8,41.631857
756.5,39.767744
754.2,37.28226
752.4,33.554034
750.8,29.825808
749.6,26.097582
748.7,22.990727
747.9,19.883872
747.3,16.777017
747,14.291533
747,12.42742
746.9,10.563307
746.9,8.699194
746.8,6.835081
746.7,4.970968
746.7,3.106855
746.6,1.864113
746.5,1.242742
746.5,0
746.5,0
746.5,0
746.5,0
746.4,1.242742
746.2,3.106855
746,6.21371
745.5,11.184678
744.8,15.534275
744.1,20.505243
742.4,24.233469
740.5,27.340324
739.1,29.825808
738.4,31.689921
738.4,32.311292
739.6,32.932663
740.3,34.175405
740.5,34.796776
738.5,34.796776
736.2,34.796776
733.7,34.175405
731.4,34.175405
730,34.175405
729,34.796776
728.3,35.418147
727.1,36.039518
726.3,36.660889
726.6,37.28226
728.3,37.903631
729.1,39.146373
729.4,39.767744
729.3,40.389115
729.1,40.389115
729.2,41.010486
729.6,41.631857
729.4,42.253228
728.3,42.874599
726.8,43.49597
726.2,43.49597
726.5,44.117341
727.4,44.738712
728.1,44.738712
728.8,44.738712
730.3,45.360083
730.6,45.360083
731.2,45.360083
732.4,44.738712
733.3,44.738712
