altitude (ft),Speed(mph)
706.1,49.70968
710,50.331051
711.9,50.952422
715.3,50.952422
718,50.952422
721.2,50.952422
724,49.70968
726.7,47.845567
730.6,47.845567
731.5,45.981454
733.9,45.360083
737,44.117341
733.9,42.253228
732.6,42.253228
732,42.253228
729.3,43.49597
727.9,44.117341
726.9,44.738712
723.6,45.360083
721.9,45.360083
722.6,45.981454
722.1,45.981454
720,47.224196
717.6,47.224196
717.3,47.224196
716.4,47.224196
712.2,48.466938
710.8,49.088309
710.2,49.088309
709,49.088309
707,49.088309
706.7,49.088309
705.8,48.466938
704.6,48.466938
704.3,47.224196
703.3,45.981454
702.1,44.738712
700.8,42.874599
700,42.874599
699.2,41.631857
697.4,40.389115
696.2,39.146373
694.7,36.039518
694.6,36.039518
694.4,33.554034
693.5,32.311292
693,31.06855
692.9,29.825808
693.1,29.825808
693.3,27.340324
693.3,24.233469
692.9,19.883872
692.6,14.291533
692.4,14.291533
692.3,10.563307
692.3,7.456452
692.3,3.106855
692.3,0.621371
692.3,0
692.3,0
692.4,0
692.4,0
692.5,0
692.4,0.621371
692.4,0.621371
692.3,1.864113
692.3,3.106855
692.3,11.184678
692.4,15.534275
692.8,15.534275
693.1,19.883872
693.5,22.990727
693.7,27.340324
694,29.825808
694.3,29.825808
694.5,30.447179
694.8,31.689921
695.7,34.175405
696.4,34.175405
696.9,34.175405
697.3,34.796776
696.2,35.418147
695.2,35.418147
694.5,36.039518
694.3,36.039518
693.8,36.039518
693.5,36.039518
693.4,34.796776
693.3,34.796776
693.1,33.554034
692.8,33.554034
693,32.311292
693.5,26.097582
693.5,26.097582
693.6,21.126614
693.7,16.777017
693.7,11.806049
693.7,4.349597
693.8,4.349597
693.8,0
693.7,0
693.7,0
693.7,0
693.7,0
693.8,0
693.8,0.621371
693.8,0
693.8,0.621371
693.7,0.621371
693.7,0.621371
693.7,0.621371
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0
693.7,0.621371
693.7,3.106855
694,11.184678
694.2,20.505243
694.4,19.883872
694.7,19.883872
694.9,19.883872
695.1,22.369356
695,22.990727
694,0
678.2,11.806049
693.9,14.291533
693.7,15.534275
684.8,12.42742
685,7.456452
685.7,11.806049
686.2,15.534275
686.5,17.398388
687.1,19.883872
692.1,25.476211
693.1,27.961695
694,28.583066
695,28.583066
695,29.825808
741.8,18.019759
742.2,17.398388
742.6,18.64113
743,19.262501
742.7,18.64113
742.4,18.019759
741.9,19.262501
740.9,19.262501
740.7,11.184678
739.9,11.184678
739.9,10.563307
739.9,8.077823
739.9,8.699194
738.1,8.077823
738.4,0.621371
738.4,0
738.4,0
738.5,1.864113
738.6,2.485484
738.6,0.621371
738.5,0.621371
738.5,0.621371
738.5,0.621371
738.5,0.621371
738.3,3.728226
738.3,0.621371
738.4,0.621371
738.4,0.621371
738.4,0
738.4,0
738.4,0
738.5,0.621371
738.5,0.621371
738.5,0
738.5,0
738.5,0
738.5,0
738.5,0
738.7,0.621371
738.7,0.621371
738.7,1.864113
738.5,6.835081
738,9.320565
736.9,14.291533
736.5,15.534275
733,29.204437
731.3,31.06855
728.7,32.932663
726.8,33.554034
724.5,34.796776
722.6,36.660889
721,37.903631
720.9,37.903631
722.1,38.525002
724,39.146373
728,37.903631
732.2,36.660889
735.3,34.796776
737.4,34.796776
737.7,34.175405
736.8,31.689921
735.7,26.097582
734.7,23.612098
733.3,19.883872
731.5,18.019759
729.5,14.291533
727.7,13.670162
726.4,11.806049
725.3,13.048791
724.2,12.42742
723.5,11.184678
723.2,6.835081
723,7.456452
722.8,8.077823
722.4,8.699194
722.2,4.970968
722.2,0.621371
722.1,1.864113
722,3.728226
721.8,8.699194
722,13.670162
722.2,16.155646
722.5,16.155646
722.8,15.534275
723.5,16.777017
724.1,16.777017
724.2,17.398388
684.2,0
693.4,19.883872
732.6,28.583066
730.9,29.825808
728.7,33.554034
726.4,35.418147
724.2,36.660889
722.1,37.903631
721,39.146373
721,39.146373
722.8,37.903631
726,36.660889
730.5,35.418147
733.8,35.418147
736.9,37.903631
737.7,36.660889
736.9,36.660889
735.5,32.311292
733.8,27.340324
731.4,21.747985
729.3,15.534275
727.9,11.184678
727,7.456452
727.2,7.456452
727.2,8.699194
727.4,7.456452
724,7.456452
723.5,7.456452
723.2,8.699194
722.9,7.456452
722.7,6.21371
722.5,6.21371
722.3,6.21371
722.1,6.21371
722,7.456452
721.9,7.456452
721.8,6.21371
721.7,6.21371
721.6,6.21371
721.7,4.970968
721.7,4.970968
721.7,6.21371
721.7,2.485484
721.7,1.242742
721.7,0
682.7,52.195164
742.6,21.747985
734.4,36.039518
742.2,18.019759
720.8,11.806049
720.7,11.806049
720.5,11.806049
720.5,11.806049
720.6,12.42742
720.9,16.155646
721,18.64113
721.3,18.64113
722,18.64113
722.9,18.64113
723.7,18.64113
724.9,18.64113
726.5,18.019759
728,17.398388
727.7,17.398388
727.3,22.369356
694.9,14.912904
694.9,16.777017
695,17.398388
694.8,17.398388
694.7,17.398388
694.6,17.398388
695,15.534275
695.2,15.534275
695.3,15.534275
695.1,17.398388
695,21.126614
695.1,21.126614
695.4,22.990727
695.5,24.85484
696,26.097582
696.4,25.476211
697.2,24.85484
698.4,24.233469
700,23.612098
702.2,23.612098
704.5,23.612098
706.7,22.990727
709.4,22.369356
712.5,22.369356
714.8,22.369356
717,23.612098
719.2,24.233469
721.7,24.85484
724.2,25.476211
726.2,26.097582
728.2,27.340324
729.7,27.340324
730.9,27.961695
731.7,27.961695
732.5,27.961695
732.1,27.340324
731.7,27.340324
730.5,27.340324
729.1,26.718953
727.5,25.476211
726.6,19.262501
725.5,16.777017
724.5,15.534275
723.6,11.184678
723.2,4.349597
723,0
722.9,0
722.4,4.970968
722.2,4.349597
721.7,11.184678
721.8,11.184678
722.3,11.184678
722.8,10.563307
697.2,20.505243
694.8,39.767744
696,40.389115
720.9,68.972181
675.8,38.525002
741.6,19.883872
740.6,19.883872
739.7,17.398388
739.1,13.048791
738.7,10.563307
738.3,10.563307
738,10.563307
735.7,0
735.7,0
735.7,0
735.7,0
735.7,0
735.7,0
735.7,0
735.7,0
735.7,0
735.7,0
735.7,0
735.7,0
735.7,0
735.7,0
735.7,0
735.7,0
735.8,1.864113
736,6.21371
736.1,8.699194
736.2,10.563307
736.3,13.048791
736.3,13.048791
737.1,10.563307
737.6,10.563307
738.1,10.563307
738.6,13.048791
739.6,17.398388
740.6,19.883872
741.6,19.883872
742.2,19.883872
742.5,17.398388
742.7,13.048791
742.8,13.048791
731.3,24.233469
729.6,25.476211
727.8,24.233469
726,26.718953
724.1,29.204437
722.4,29.204437
721.1,32.311292
721,33.554034
721,33.554034
723.4,32.311292
726.2,32.311292
730.5,30.447179
733.3,30.447179
736.2,30.447179
737.5,29.204437
737.7,27.961695
736.9,26.718953
735.7,25.476211
734.7,19.883872
733.3,17.398388
731.7,13.670162
730.3,9.320565
729.3,7.456452
728.5,4.349597
728.1,1.864113
727.9,0.621371
727.9,0
727.5,1.864113
727,4.349597
726.4,6.835081
725.9,6.835081
727.9,5.592339
727.9,5.592339
727.9,4.349597
727.9,5.592339
727.9,8.077823
685.8,37.28226
682.3,60.272987
684.3,13.670162
721.2,64.622584
724.9,24.233469
728.4,21.747985
699.3,38.525002
707,45.360083
682.6,65.243955
743,18.019759
742.7,19.262501
742.3,21.747985
741.7,22.990727
740.5,22.990727
739.1,24.85484
738,29.825808
736.6,33.554034
734.2,34.796776
732.1,33.554034
729.9,33.554034
727.5,34.796776
725.2,34.796776
723.2,32.311292
721.3,31.06855
721,28.583066
721,26.097582
721,24.233469
723,21.747985
724.4,19.262501
726.7,18.019759
729.9,18.64113
731.5,20.505243
733.5,22.990727
735.3,21.747985
737,19.262501
737.6,16.777017
737.7,11.806049
737.8,8.699194
736.5,7.456452
736.6,8.699194
736.3,9.941936
736,9.941936
735.5,8.699194
735.5,8.699194
735.5,8.699194
735.3,8.699194
734.9,9.941936
734.8,8.699194
740.4,14.291533
742.1,11.806049
742.4,9.320565
742.4,8.077823
742.7,7.456452
742.4,6.21371
742.6,6.21371
742.7,6.835081
742.6,5.592339
742.1,4.970968
682.8,57.787503
691.1,37.903631
675.7,44.738712
676.1,44.738712
700.2,45.981454
676.3,32.311292
676.9,31.06855
676.2,31.06855
676.1,27.961695
676.8,27.961695
677.2,26.718953
677.3,24.233469
677.5,22.990727
678.1,20.505243
678.6,18.64113
678,17.398388
677.7,20.505243
700.6,6.835081
700.2,9.320565
700.4,9.941936
700.8,11.806049
701.2,11.806049
700.5,11.184678
701.4,11.184678
702,17.398388
701.8,19.262501
700.8,19.262501
698.2,20.505243
689.3,25.476211
682.8,30.447179
683.3,30.447179
689.3,31.689921
699.4,35.418147
700.4,36.039518
700.7,36.039518
700.5,37.903631
699.5,40.389115
696.8,40.389115
693.4,40.389115
690.8,41.631857
689.1,42.874599
687.6,42.874599
686.3,42.874599
685.5,42.874599
686.4,43.49597
685.8,43.49597
684.9,43.49597
683.8,43.49597
682.8,44.117341
682,44.738712
681.3,44.738712
680.6,45.360083
679.8,45.360083
679.3,45.360083
678.4,45.360083
678,45.360083
677.7,45.981454
677.4,45.981454
677.8,45.981454
678.1,45.360083
675.9,44.738712
669.7,44.738712
661.4,44.117341
674.1,44.117341
676.8,44.738712
676.3,45.981454
676.4,44.738712
675.7,45.360083
675.7,42.874599
675.7,43.49597
675.7,42.874599
676,42.874599
675.8,42.253228
675.6,42.874599
675.6,42.253228
676.6,42.874599
676.3,42.874599
676.8,42.874599
677.6,41.631857
677.9,41.631857
678.6,41.631857
679.2,41.631857
679.5,41.631857
679.5,42.253228
680.9,42.874599
683.6,42.874599
684.6,42.253228
683.7,42.253228
685.1,42.874599
689.9,42.874599
690.9,42.253228
691.6,41.631857
693.6,41.631857
693.2,41.631857
694.2,41.631857
694.7,41.010486
695.6,41.010486
695.8,41.010486
697.4,41.010486
698.1,42.253228
698.4,42.253228
700.3,42.253228
699.7,42.253228
701.5,42.253228
703.4,44.117341
705.4,44.117341
709.1,43.49597
710.3,42.874599
713.5,42.874599
715.7,43.49597
718.5,43.49597
721.4,44.117341
724.3,44.738712
726.6,44.738712
730.1,44.117341
732.1,44.117341
732.4,42.253228
736.2,42.253228
735.5,42.253228
732.9,42.874599
732.3,43.49597
729.7,43.49597
728,43.49597
727.2,43.49597
724.3,42.874599
722.2,42.874599
722,42.253228
722.6,42.253228
722.6,43.49597
719.6,44.117341
717.6,44.117341
717.3,44.738712
716.3,47.224196
712.1,47.845567
710.9,47.845567
709.9,47.845567
708.9,49.088309
706.9,49.088309
706.7,49.088309
706.3,48.466938
704.6,49.088309
704.2,49.088309
703.3,49.088309
702.1,48.466938
700.6,48.466938
699.6,48.466938
697.9,48.466938
696.3,47.845567
694.6,46.602825
694,46.602825
693,45.981454
693,44.738712
693.3,42.253228
692.5,42.253228
692.4,41.010486
693.2,40.389115
693.7,38.525002
694.1,38.525002
694.4,37.903631
694.6,37.903631
695.4,39.767744
696.3,40.389115
696.8,39.767744
697.3,39.767744
696.6,40.389115
695.5,40.389115
694.7,39.146373
694.3,38.525002
694.1,36.039518
693.6,36.039518
693.4,34.796776
693.4,34.175405
693.1,29.204437
692.8,29.204437
693,27.340324
693.3,24.85484
693.5,20.505243
693.6,20.505243
693.7,18.64113
693.7,16.777017
693.7,13.048791
693.7,13.048791
694,10.563307
694.1,8.699194
694.2,5.592339
694.2,5.592339
694.2,3.728226
694.2,1.864113
694.1,0.621371
694.1,0
694.1,0.621371
694.1,0.621371
694.1,0.621371
694.1,0
694,0
694,0
694,0.621371
694,0
694,0
694,0
694,0
694,0
694,0
694,0
694,0
694,0
694,0
694,0
694,0
694,0
694,0
694,0
694,0.621371
694,0.621371
694,0.621371
694,0.621371
694,0
694,0
694,0
694,0
694,0
694,0
694,0
694,0
694,0
694,0
694,0
694,0
694,0
694,0
693.9,0
693.9,0.621371
693.9,0
693.9,0
693.8,0
693.8,0
693.9,0
693.9,0
693.9,0
693.9,0
693.9,0
693.9,0
693.9,0
693.9,0
693.9,0
693.9,0
693.9,0
693.9,0
693.9,0
693.9,0
693.9,0
693.9,0
693.9,0
693.9,0
693.9,0
693.9,0
693.9,0.621371
693.9,0
694,0
694,0
694.1,0.621371
694.1,2.485484
694.2,2.485484
694.3,5.592339
694.4,11.806049
694.6,12.42742
694.7,12.42742
694.9,15.534275
695,21.747985
695,25.476211
694.8,25.476211
695,28.583066
695.5,31.689921
696.1,33.554034
696.9,33.554034
697.7,34.796776
699,33.554034
701.7,33.554034
704.5,30.447179
707.1,27.961695
709.2,20.505243
711.7,20.505243
713.9,19.883872
715.8,18.64113
717,14.291533
717.9,14.291533
718.4,10.563307
718.4,6.835081
718.1,0.621371
717.8,0
717.6,0
717.5,0
718.1,2.485484
685.7,8.699194
694.8,4.970968
742.3,24.233469
685,10.563307
728.4,16.777017
740.6,19.262501
739.5,18.019759
738.7,17.398388
738.1,16.155646
737.6,13.048791
736.1,11.806049
735.9,13.048791
735.7,14.912904
720.7,77.050004
720.9,79.535488
700.5,0
688.5,17.398388
732.7,23.612098
741.5,10.563307
742.8,5.592339
682.2,3.106855
723.5,34.796776
708,19.262501
700,32.932663
700.4,34.175405
699.3,33.554034
697.8,32.311292
696.4,27.961695
695.4,25.476211
695,21.126614
694.7,19.883872
694.3,15.534275
693.8,15.534275
693.3,15.534275
692.7,14.291533
691.9,11.806049
691.1,11.806049
690.4,11.806049
690.1,9.941936
689.4,8.699194
688.8,7.456452
688.3,8.699194
688,8.699194
687.5,11.806049
687,15.534275
686.1,19.883872
686.1,19.883872
685.5,22.369356
685.2,21.126614
684.9,16.777017
684.7,14.291533
684.5,14.291533
684.8,13.048791
684.8,13.048791
684.8,14.291533
684.7,16.777017
700,7.456452
731.9,31.689921
721.9,62.1371
684.2,12.42742
675.6,32.932663
738.2,38.525002
736.4,36.039518
734.1,33.554034
732.2,26.718953
730.6,22.990727
729.4,18.64113
728.1,13.670162
727.3,6.835081
726.7,8.077823
726.3,8.077823
726.4,6.835081
726.5,8.077823
726.5,8.077823
726.5,8.077823
724.7,4.349597
724.7,4.349597
724.7,3.106855
724.6,1.864113
724.6,1.864113
724.5,0.621371
724.5,0.621371
682.7,61.515729
721.5,61.515729
725.7,19.262501
690.6,23.612098
732.3,31.06855
731.4,29.825808
687.1,31.689921
721.6,70.214923
699.2,13.670162
692.3,23.612098
721.8,16.155646
722,14.291533
722.2,12.42742
722.4,12.42742
722.6,12.42742
723,12.42742
723.8,12.42742
723.5,16.155646
722.7,18.019759
678.7,5.592339
678.8,4.970968
678.9,4.349597
678.9,0
678.9,0.621371
679,0
679,0.621371
679,0.621371
679,0.621371
678.9,0
678.9,0.621371
678.9,0.621371
678.9,0.621371
678.9,1.864113
679,3.728226
679.1,6.21371
679.1,6.21371
679.5,12.42742
679.3,16.155646
678.9,22.369356
678.4,24.85484
678.1,24.85484
677.9,27.961695
677.7,31.06855
677.5,34.175405
677.6,36.039518
677.8,36.039518
678.2,36.660889
676.1,37.28226
671.3,37.28226
663.6,37.28226
668.1,36.660889
677.3,36.039518
676.8,34.175405
676.3,29.825808
676.4,29.825808
676.5,26.718953
676.3,19.883872
676.1,13.048791
675.9,11.184678
675.6,11.184678
675.1,11.184678
674.7,11.806049
675.2,13.670162
675.4,8.077823
675.5,5.592339
675.5,0.621371
675.5,0.621371
675.5,0.621371
675.5,0.621371
675.5,0.621371
675.5,0.621371
675.6,1.864113
675.6,1.864113
675.7,1.864113
675.7,3.106855
675.7,10.563307
675.6,18.64113
675.7,20.505243
675.8,20.505243
675.9,21.126614
676,21.126614
676,21.126614
676,21.126614
675.9,21.126614
675.8,21.747985
675.6,21.747985
675.5,21.747985
675.4,16.777017
675.6,12.42742
675.6,9.941936
675,8.077823
674.6,8.077823
674.2,8.077823
673.8,9.941936
673.6,11.806049
721.2,84.506456
727.4,8.699194
721.5,64.622584
691.7,5.592339
692.2,20.505243
721,11.806049
720.8,13.048791
742.7,11.184678
721,65.865326
742.7,14.912904
742.9,22.369356
742.5,29.204437
741.8,36.039518
739.9,39.767744
738.1,42.253228
735.8,44.117341
732.9,44.117341
730.5,44.117341
727.3,44.117341
724.4,44.117341
722,44.117341
721,44.117341
721,42.253228
723.7,41.010486
727.9,39.767744
732.7,37.28226
735.5,34.796776
737.5,33.554034
737.8,32.311292
736.7,30.447179
735.6,26.718953
734.1,24.233469
732.3,18.64113
730.5,13.670162
729,11.184678
728.1,5.592339
727,4.349597
726.6,5.592339
726.1,5.592339
725.3,7.456452
727.9,4.349597
727.9,3.106855
727.9,1.864113
727.9,3.106855
727.9,3.106855
727.9,5.592339
727.9,5.592339
695.4,16.68999484
694.6,16.86999478
729.3,15.87999509
723.9,16.4699949
723.6,16.61999486
718,16.68999484
716.5,17.18999468
713.5,17.30999464
708.8,17.50999458
708.3,17.60999455
707.6,17.47999459
703.2,16.92999476
702.2,16.65999485
701.2,16.63999485
698.3,17.14999469
696,17.26999466
695,17.24999466
694.4,16.78999481
692.8,14.34999556
694.6,11.55999642
697.4,14.23999559
694.2,14.35999556
694,14.42999554
693.7,14.56999649
693.8,14.74999644
693.6,10.60999672
695.1,12.37999617
709.6,15.79999511
714.3,15.93999507
729.1,16.20999499
732.3,15.12999632
732.1,14.93999438
731.7,14.83999541
720.7,14.26999559
720.9,12.95999599
721.9,12.48999614
723.1,11.57999642
724.8,10.83999665
722.1,12.42742
722.8,0
693.5,8.077823
693.6,4.349597
693.6,0
720.8,0.621371
737.3,21.747985
722.6,46.602825
677.9,21.747985
699.8,10.563307
685,31.689921
695.1,35.418147
727,41.010486
721.6,65.243955
721.8,14.912904
721.4,12.42742
721.2,9.320565
721.2,6.835081
721.2,4.970968
721.2,6.21371
721.1,10.563307
721,13.048791
720.8,14.291533
720.7,16.155646
720.5,18.64113
720.7,21.126614
720.8,22.369356
720.8,22.369356
721.3,21.126614
722.1,21.126614
723.1,22.369356
724.5,23.612098
726.4,23.612098
727.4,22.369356
727.7,21.747985
727.5,20.505243
742.4,13.670162
742.6,14.291533
678.8,27.340324
700.5,3.728226
682.8,60.272987
737.5,21.126614
682.7,64.622584
721.6,3.728226
721.6,5.592339
721.6,3.728226
722.8,3.728226
723.2,1.864113
723.2,0.621371
723.2,0.621371
724,5.592339
726.6,9.941936
727,10.563307
691.8,38.525002
663.5,0
678.2,0
704.6,0
693.2,0
721.3,12.42742
721.5,12.42742
721.6,6.21371
721.6,3.106855
721.6,1.242742
721.6,1.242742
721.6,5.592339
721.6,5.592339
721.6,5.592339
724.4,5.592339
724.9,18.019759
727,22.369356
730.6,22.990727
731.2,22.990727
731.8,21.747985
732.6,21.747985
732.2,21.747985
731.8,20.505243
731.4,20.505243
730.7,17.398388
730.1,13.048791
729.6,10.563307
729.1,9.941936
728.5,9.941936
728.2,9.320565
727.4,8.699194
726.8,8.699194
726.2,13.670162
725.4,13.670162
724.7,13.670162
724.3,8.077823
723.9,4.970968
723.6,3.728226
723.3,3.728226
723,3.728226
722.5,4.970968
722,6.835081
721.5,13.048791
721.5,14.912904
720.8,14.912904
720.5,17.398388
720.6,18.019759
720.9,21.126614
721,22.369356
721.5,22.369356
722.3,23.612098
723,24.233469
724.5,24.85484
726.6,24.85484
729.1,24.85484
729.6,24.85484
730.3,24.85484
731.6,23.612098
733.8,24.233469
731.6,24.233469
729.2,25.476211
726.2,25.476211
722.4,26.097582
720.3,26.097582
721.2,24.85484
722.7,24.233469
727.4,22.990727
734.3,17.398388
739.9,17.398388
742.5,13.048791
742.2,11.806049
742,6.835081
742,1.242742
742,1.242742
742,0.621371
742,0.621371
741.9,0.621371
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0.621371
741.9,0
741.9,0
742,0
742,0
742,0
742,0
742,0
742,0
741.9,0
741.9,0
742,0
741.9,0
742,0
742,0
742,0
741.9,0
741.9,0
741.9,0.621371
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
741.9,0
742,0
742,0
742,0
741.9,0
741.9,0.621371
741.9,10.563307
742,14.912904
742.6,14.912904
742.6,16.777017
742.7,16.777017
742.9,18.019759
742.6,22.369356
676.3,13.670162
675.9,39.146373
697.6,29.204437
728.7,20.505243
728,20.505243
729.8,24.233469
730.9,26.718953
733.3,32.311292
731.5,31.06855
728.9,32.311292
723.3,33.554034
720.2,31.689921
721.7,31.689921
726.1,30.447179
736.6,26.718953
742.3,21.126614
741.8,14.291533
741.9,13.048791
742.3,14.291533
742.6,19.883872
742.7,23.612098
743,24.85484
742.6,24.85484
742.1,24.85484
741.1,22.369356
739.9,21.126614
738.8,19.883872
738.1,17.398388
736.1,17.398388
735.8,21.126614
691.8,21.747985
730.9,43.49597
694.3,28.583066
746.3,9.941936
745.7,9.941936
745.2,8.077823
744.7,9.941936
743.2,11.184678
742.6,13.670162
700.1,9.941936
737.2,17.398388
737.6,13.048791
737.7,13.048791
737.8,11.806049
737.8,13.048791
737.9,14.291533
737.3,14.291533
677.6,36.039518
677.6,37.28226
677.2,37.28226
673.5,37.28226
665.4,37.28226
677,36.039518
676.4,37.28226
676.6,38.525002
676.1,38.525002
675.7,39.767744
675.7,39.767744
675.8,39.767744
676,38.525002
676.2,38.525002
676.2,36.039518
676,29.204437
675.9,22.990727
676,18.64113
676.3,17.398388
676.6,17.398388
676.7,20.505243
676.7,21.126614
676.7,22.990727
700.5,0
722.9,4.349597
721.4,77.671375
742.1,15.534275
742.4,14.291533
742.7,13.670162
742.4,15.534275
742.1,19.883872
741.8,22.369356
740.8,22.990727
739.7,22.369356
738.6,19.262501
737.7,15.534275
737.1,13.670162
736.5,13.670162
735.9,9.941936
736,6.835081
736,3.106855
736,0
736,0
736,0
736,0
736,0
736,0
736,0
736,0
736,0
736,0
736,0
736,0
736,0
736,0
736,0
736,1.242742
736.1,6.21371
736.5,12.42742
737,16.777017
737.9,18.64113
738.9,21.747985
739.6,22.990727
740.7,24.233469
741.6,23.612098
742,21.747985
742.2,19.883872
732.7,45.981454
728.6,45.360083
728,44.117341
726.6,44.117341
726,44.738712
727.4,44.738712
728.7,44.738712
729.1,44.117341
729.1,44.117341
728.8,43.49597
729,42.874599
729.2,41.631857
729,40.389115
728.4,39.767744
726.8,38.525002
726.2,37.28226
726,34.796776
726.5,34.175405
727,32.932663
727.9,29.825808
728.2,27.340324
728.6,24.233469
728.9,19.883872
729.3,16.155646
729.7,13.670162
731.3,9.941936
684.3,6.835081
684.3,6.835081
684.6,7.456452
684.6,9.941936
720.5,61.515729
729.5,5.592339
720.6,0
720.6,0
685.2,44.117341
721.8,62.1371
742,21.126614
741,22.369356
739.9,22.369356
738.8,21.126614
738.1,16.777017
737.4,13.048791
736.2,13.048791
736.1,14.291533
735.8,18.64113
742,0
742.7,10.563307
742,19.883872
723.3,7.456452
723.5,6.835081
723.6,6.835081
723.8,6.835081
724.1,19.262501
724.2,19.262501
724.2,19.262501
741.2,33.554034
742.7,35.418147
721.3,67.729439
729.3,11.184678
729.3,8.077823
729.2,0.621371
729,1.242742
729,0
728.9,0.621371
728.9,0.621371
729.2,3.728226
731.2,9.320565
737.7,26.718953
738.9,28.583066
740.8,32.932663
742.1,33.554034
743.6,33.554034
743.4,33.554034
744.7,34.796776
748.8,37.28226
752.4,36.039518
754.1,36.039518
757.6,37.28226
756.7,38.525002
755.2,36.039518
753.9,35.418147
752,32.932663
750.4,31.06855
749.1,28.583066
748.1,26.097582
747.6,22.990727
747.7,19.883872
747.6,13.670162
746.8,11.806049
746.3,5.592339
746.2,1.242742
746,0
745.4,10.563307
744.7,18.019759
743.1,25.476211
740.7,30.447179
738.9,32.932663
738.3,29.825808
738.1,24.85484
738.7,19.883872
739.1,13.048791
739.6,9.941936
739.8,8.699194
739.8,6.21371
739.8,5.592339
739.7,7.456452
739.6,8.699194
739,10.563307
738.5,10.563307
738.4,8.699194
738.4,7.456452
738.4,5.592339
738.4,5.592339
738.4,6.21371
686.7,11.806049
721.6,64.001213
685.2,4.349597
682.8,60.894358
684.7,15.534275
740.5,17.398388
739.5,16.155646
738.7,16.155646
738.1,13.670162
737.6,13.670162
736.1,13.670162
735.9,14.912904
721.9,58.408874
737.9,8.699194
736.9,13.048791
735.7,17.398388
734,17.398388
731.5,26.097582
728.6,31.06855
725.8,32.932663
723.7,35.418147
721.5,35.418147
720.9,35.418147
721,35.418147
722.9,35.418147
726.3,35.418147
732,37.28226
734.7,35.418147
737.3,32.932663
737.5,32.932663
737.1,32.932663
735.6,32.932663
733.8,31.06855
730.7,31.06855
727.2,28.583066
724.4,28.583066
723.1,26.097582
722.4,24.233469
722,19.883872
721.9,14.912904
722,10.563307
722.1,8.699194
722.1,3.728226
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.1,0
722.6,8.699194
722.9,10.563307
724.1,13.048791
771,24.85484
675.2,41.631857
667.8,41.631857
663.3,42.874599
675.1,41.631857
677.2,40.389115
676.1,40.389115
721.3,0
721.1,63.379842
720.8,72.079036
684.1,7.456452
738.3,4.970968
721.1,79.535488
685.3,29.825808
685.8,29.204437
686,29.204437
686,27.961695
686,27.340324
685.7,28.583066
685.6,29.204437
685.4,29.204437
685.2,31.689921
684.7,31.06855
684.5,28.583066
684.6,29.825808
684.6,29.204437
684.2,26.718953
684,22.369356
684,19.262501
684.2,18.64113
684.2,16.777017
684.3,14.912904
684.3,12.42742
684.2,8.699194
684.2,6.835081
684.2,6.21371
684.2,4.970968
684.2,5.592339
684.2,3.106855
684.3,1.864113
684.3,1.864113
684.3,4.349597
684.3,5.592339
684.5,9.941936
685,14.912904
685.4,15.534275
685.7,17.398388
686.2,19.262501
686.7,24.233469
687,26.097582
687.3,26.718953
688.3,27.961695
690.2,27.340324
691.6,27.340324
692.4,25.476211
693.2,24.85484
693.8,21.126614
694.5,19.883872
695,19.262501
695.3,18.64113
695.7,19.883872
696.4,21.126614
697.5,22.369356
698.6,23.612098
699.5,22.990727
700.4,24.233469
700.8,26.718953
697,28.583066
682.6,64.622584
723.1,17.398388
684.8,4.970968
697.5,12.42742
693.4,23.612098
723.5,18.019759
722.8,18.019759
722.2,16.777017
721.8,14.291533
722,9.941936
722.1,6.21371
722.1,0.621371
722.2,8.699194
722.4,13.048791
722.8,19.883872
723.8,22.369356
725,24.85484
728.2,29.204437
732.7,29.204437
735.6,27.961695
736.7,27.961695
737.5,26.718953
738.2,24.85484
739.9,23.612098
740.9,21.126614
741.7,16.777017
742.5,14.291533
742.9,11.184678
740.9,13.048791
739.7,14.291533
681.6,1.242742
718,22.990727
700.2,32.932663
723,0
728.9,0
728.9,0
700.1,4.970968
